transaction_id,ingredient_id,quantity,transaction_type,date,reference
1192,22,16.0,Adjustment,2024-04-30,2023-02-01
1193,48,10.0,Consumption,2023-07-27,2023-01-29
1194,37,68.0,Adjustment,2024-06-17,2023-05-10
1195,21,15.0,Purchase,2024-09-28,2023-03-03
1196,11,2.0,Purchase,2023-08-06,2023-08-04
1197,28,83.0,Adjustment,2023-06-20,2023-01-01
1198,3,58.0,Adjustment,2023-10-27,2024-09-27
1199,38,54.0,Adjustment,2023-03-20,2024-08-05
1200,9,2.0,Consumption,2024-10-08,2023-05-22
1201,3,21.0,Adjustment,2023-10-02,2024-09-27
1202,24,7.0,Purchase,2023-07-25,2023-02-02
1203,40,14.0,Purchase,2024-06-28,2023-03-16
1204,8,26.0,Adjustment,2024-04-08,2023-05-12
1205,18,20.0,Purchase,2024-04-04,2024-10-22
1206,56,2.0,Purchase,2023-01-24,2024-07-20
1207,2,2.0,Consumption,2024-10-14,2024-04-20
1208,29,50.0,Adjustment,2023-04-27,2023-11-14
1209,26,10.0,Purchase,2024-10-14,2024-08-12
1210,15,19.0,Purchase,2024-06-06,2024-03-27
1211,37,91.0,Adjustment,2024-04-05,2023-04-08
1212,58,31.0,Adjustment,2024-05-14,2023-11-20
1213,22,17.0,Purchase,2024-03-20,2024-05-08
1214,52,100.0,Adjustment,2023-08-15,2023-06-28
1215,53,1.0,Consumption,2024-03-25,2023-10-07
1216,39,72.0,Adjustment,2023-07-23,2024-02-17
1217,61,47.0,Adjustment,2023-08-21,2024-07-12
1218,44,20.0,Purchase,2024-03-08,2023-10-22
1219,22,71.0,Adjustment,2024-09-22,2024-04-12
1220,46,57.0,Adjustment,2023-08-17,2024-07-02
1221,56,69.0,Adjustment,2023-05-18,2023-07-21
1222,35,8.0,Consumption,2024-06-20,2023-01-31
1223,33,4.0,Purchase,2023-02-19,2023-06-24
1224,5,14.0,Consumption,2024-05-20,2024-04-04
1225,25,84.0,Adjustment,2023-02-21,2023-01-17
1226,58,90.0,Adjustment,2024-05-02,2024-06-25
1227,15,16.0,Consumption,2023-06-17,2023-02-17
1228,40,73.0,Adjustment,2023-12-21,2023-09-30
1229,25,2.0,Purchase,2023-03-17,2023-09-05
1230,23,7.0,Consumption,2024-09-09,2023-12-20
1231,52,44.0,Adjustment,2023-09-26,2023-12-08
1232,34,3.0,Consumption,2024-05-25,2023-12-09
1233,51,5.0,Purchase,2023-09-13,2023-09-05
1234,37,8.0,Purchase,2024-04-08,2023-08-23
1235,20,6.0,Purchase,2024-07-08,2023-10-26
1236,30,20.0,Consumption,2024-07-27,2024-09-02
1237,20,36.0,Adjustment,2024-05-25,2023-12-21
1238,12,15.0,Adjustment,2023-11-22,2024-01-28
1239,53,79.0,Adjustment,2023-06-18,2024-03-23
1240,50,17.0,Consumption,2023-11-16,2024-07-08
1241,20,89.0,Adjustment,2023-01-14,2024-02-11
1242,48,10.0,Adjustment,2024-08-31,2023-06-26
1243,49,13.0,Adjustment,2024-09-12,2023-08-19
1244,32,20.0,Consumption,2023-04-03,2024-03-02
1245,5,12.0,Purchase,2024-09-10,2024-08-06
1246,1,18.0,Adjustment,2024-02-14,2023-02-12
1247,2,4.0,Purchase,2023-07-05,2023-03-09
1248,40,6.0,Consumption,2023-03-19,2024-09-30
1249,39,19.0,Consumption,2023-08-15,2024-01-16
1250,7,13.0,Consumption,2024-08-02,2023-01-14
1251,17,18.0,Consumption,2023-01-01,2024-10-21
1252,57,4.0,Consumption,2024-09-16,2023-09-03
1253,59,3.0,Purchase,2023-01-07,2024-02-21
1254,52,16.0,Consumption,2024-02-05,2024-07-30
1255,5,18.0,Consumption,2024-05-02,2023-11-15
1256,61,10.0,Consumption,2024-10-22,2023-12-26
1257,36,17.0,Consumption,2023-01-20,2024-05-06
1258,20,94.0,Adjustment,2024-07-20,2024-03-22
1259,18,16.0,Purchase,2023-07-16,2024-09-25
1260,53,6.0,Consumption,2024-06-18,2023-07-26
1261,56,14.0,Adjustment,2024-06-08,2023-11-20
1262,42,3.0,Consumption,2024-07-15,2023-03-04
1263,53,1.0,Purchase,2023-12-06,2024-01-19
1264,25,6.0,Purchase,2024-07-11,2023-08-14
1265,44,6.0,Consumption,2024-01-14,2024-10-08
1266,53,11.0,Purchase,2023-02-22,2023-05-27
1267,23,15.0,Purchase,2024-01-14,2023-07-19
1268,37,49.0,Adjustment,2024-08-28,2024-03-18
1269,58,6.0,Purchase,2024-01-27,2024-03-28
1270,37,39.0,Adjustment,2023-06-28,2023-03-17
1271,35,14.0,Consumption,2023-05-28,2024-04-05
1272,8,1.0,Purchase,2023-06-22,2023-10-24
1273,15,10.0,Purchase,2024-07-13,2023-04-27
1274,46,17.0,Purchase,2023-10-12,2023-12-23
1275,27,5.0,Consumption,2023-02-22,2024-01-08
1276,1,22.0,Adjustment,2024-09-17,2024-04-17
1277,57,18.0,Purchase,2023-08-15,2024-05-14
1278,56,97.0,Adjustment,2023-07-19,2024-04-02
1279,29,31.0,Adjustment,2023-04-20,2024-09-10
1280,8,6.0,Consumption,2024-02-09,2024-04-04
1281,23,9.0,Consumption,2023-12-03,2024-03-27
1282,35,9.0,Purchase,2024-02-10,2023-04-24
1283,32,17.0,Purchase,2023-06-10,2023-08-22
1284,36,18.0,Adjustment,2023-03-24,2023-01-23
1285,34,13.0,Consumption,2023-03-19,2024-06-28
1286,24,15.0,Adjustment,2023-02-13,2023-06-05
1287,33,9.0,Purchase,2024-06-28,2023-03-04
1288,61,82.0,Adjustment,2023-12-06,2023-11-23
1289,44,4.0,Purchase,2024-10-06,2024-10-08
1290,27,18.0,Purchase,2024-01-23,2023-05-05
1291,14,86.0,Adjustment,2024-02-06,2024-06-18
1292,56,9.0,Consumption,2024-09-05,2023-11-19
1293,49,10.0,Consumption,2023-07-03,2024-08-19
1294,16,4.0,Consumption,2023-02-24,2023-09-09
1295,1,44.0,Adjustment,2023-04-30,2023-07-15
1296,58,20.0,Consumption,2024-10-04,2024-01-03
1297,21,24.0,Adjustment,2023-12-03,2023-07-29
1298,39,9.0,Purchase,2023-09-08,2024-05-26
1299,15,37.0,Adjustment,2024-06-21,2024-09-02
1300,47,42.0,Adjustment,2023-12-09,2024-04-02
1301,48,16.0,Purchase,2023-04-23,2023-05-17
1302,60,17.0,Purchase,2024-10-16,2023-09-27
1303,9,15.0,Consumption,2023-11-09,2023-02-16
1304,57,7.0,Purchase,2023-07-15,2023-10-29
1305,21,1.0,Purchase,2024-06-01,2024-06-03
1306,48,8.0,Purchase,2024-06-13,2024-06-03
1307,20,10.0,Consumption,2024-05-31,2024-06-23
1308,50,6.0,Purchase,2024-05-21,2023-08-31
1309,57,99.0,Adjustment,2024-02-09,2023-02-11
1310,27,18.0,Purchase,2023-09-11,2024-02-25
1311,24,11.0,Consumption,2023-03-24,2023-07-30
1312,18,87.0,Adjustment,2023-06-21,2024-02-17
1313,49,12.0,Purchase,2023-03-28,2024-02-02
1314,40,2.0,Consumption,2024-10-20,2023-08-26
1315,15,34.0,Adjustment,2024-04-11,2024-04-04
1316,29,2.0,Consumption,2023-06-27,2023-01-24
1317,33,75.0,Adjustment,2024-09-26,2023-08-16
1318,49,20.0,Adjustment,2024-06-04,2024-08-04
1319,34,51.0,Adjustment,2024-09-18,2023-05-26
1320,40,1.0,Consumption,2024-01-31,2024-09-24
1321,8,19.0,Consumption,2024-10-30,2023-10-26
1322,2,3.0,Consumption,2024-09-30,2024-08-31
1323,5,2.0,Purchase,2024-10-10,2024-06-16
1324,34,9.0,Consumption,2023-09-13,2023-10-17
1325,15,20.0,Consumption,2024-10-28,2023-11-08
1326,32,71.0,Adjustment,2023-06-29,2024-02-12
1327,20,12.0,Consumption,2024-07-12,2023-12-02
1328,24,1.0,Purchase,2023-06-25,2023-12-21
1329,12,20.0,Purchase,2023-10-07,2024-08-02
1330,59,15.0,Purchase,2024-06-02,2024-06-28
1331,37,13.0,Adjustment,2023-01-18,2024-01-28
1332,52,82.0,Adjustment,2023-07-03,2023-08-13
1333,27,1.0,Consumption,2023-11-07,2023-01-15
1334,33,8.0,Consumption,2023-03-15,2024-02-12
1335,37,48.0,Adjustment,2024-07-01,2023-08-13
1336,29,8.0,Consumption,2023-02-15,2024-09-18
1337,30,40.0,Adjustment,2024-08-17,2024-01-22
1338,14,23.0,Adjustment,2024-10-06,2024-01-31
1339,58,17.0,Purchase,2024-04-05,2023-12-30
1340,44,81.0,Adjustment,2023-01-04,2023-01-30
1341,42,92.0,Adjustment,2023-03-11,2023-05-28
1342,21,5.0,Purchase,2023-08-12,2023-06-07
1343,40,15.0,Purchase,2023-01-22,2023-03-26
1344,2,20.0,Consumption,2023-09-22,2023-11-07
1345,15,56.0,Adjustment,2023-11-05,2024-01-02
1346,39,15.0,Purchase,2023-09-29,2023-05-06
1347,9,1.0,Purchase,2023-01-13,2024-04-15
1348,26,88.0,Adjustment,2023-01-09,2024-01-28
1349,47,14.0,Consumption,2024-03-15,2024-05-16
1350,55,27.0,Adjustment,2024-10-27,2023-09-28
1351,18,68.0,Adjustment,2024-10-18,2023-01-27
1352,44,69.0,Adjustment,2023-09-18,2024-09-10
1353,5,49.0,Adjustment,2023-06-24,2024-10-08
1354,60,51.0,Adjustment,2023-10-13,2023-04-28
1355,22,80.0,Adjustment,2023-07-09,2023-05-08
1356,61,1.0,Purchase,2023-11-27,2024-04-05
1357,25,38.0,Adjustment,2023-01-27,2024-08-04
1358,34,6.0,Consumption,2024-04-01,2023-05-19
1359,36,6.0,Purchase,2024-05-19,2024-03-06
1360,6,12.0,Adjustment,2023-05-20,2023-08-01
1361,38,6.0,Purchase,2023-08-15,2024-02-26
1362,29,11.0,Consumption,2024-03-16,2024-10-18
1363,3,63.0,Adjustment,2023-05-11,2024-01-14
1364,15,48.0,Adjustment,2023-07-25,2023-10-09
1365,22,18.0,Purchase,2023-06-18,2023-12-17
1366,16,9.0,Consumption,2023-04-14,2023-07-21
1367,52,9.0,Consumption,2023-09-13,2023-01-16
1368,55,1.0,Consumption,2023-08-25,2023-03-11
1369,22,5.0,Consumption,2023-02-02,2023-07-23
1370,38,95.0,Adjustment,2023-08-13,2023-11-14
1371,29,15.0,Consumption,2024-08-22,2024-01-12
1372,15,2.0,Consumption,2024-06-24,2023-12-31
1373,30,11.0,Consumption,2023-06-06,2023-08-14
1374,11,53.0,Adjustment,2024-05-19,2024-05-10
1375,59,14.0,Purchase,2024-10-29,2023-07-07
1376,61,8.0,Consumption,2024-07-04,2024-01-08
1377,51,19.0,Purchase,2024-03-06,2023-09-30
1378,28,10.0,Purchase,2024-10-01,2023-09-05
1379,6,94.0,Adjustment,2023-11-19,2023-12-02
1380,28,79.0,Adjustment,2023-02-03,2023-11-15
1381,47,1.0,Purchase,2023-04-10,2024-10-19
1382,42,35.0,Adjustment,2024-01-16,2023-02-20
1383,37,99.0,Adjustment,2023-12-11,2023-11-15
1384,35,6.0,Consumption,2024-07-18,2023-07-24
1385,8,13.0,Consumption,2024-05-07,2024-09-07
1386,12,67.0,Adjustment,2024-08-26,2024-01-12
1387,18,81.0,Adjustment,2023-09-06,2023-02-25
1388,48,26.0,Adjustment,2023-12-30,2024-03-11
1389,55,18.0,Consumption,2023-12-22,2024-09-01
1390,33,8.0,Purchase,2024-04-28,2024-10-06
1391,49,99.0,Adjustment,2024-01-11,2024-10-03
1392,6,15.0,Consumption,2023-12-04,2024-02-22
1393,12,14.0,Consumption,2023-03-27,2023-06-04
1394,8,20.0,Consumption,2024-01-10,2024-01-04
1395,32,7.0,Consumption,2023-08-22,2024-06-06
1396,12,2.0,Purchase,2023-01-24,2024-06-27
1397,30,14.0,Consumption,2024-10-04,2024-09-24
1398,8,19.0,Consumption,2023-06-05,2024-04-26
1399,29,12.0,Adjustment,2024-10-30,2024-05-12
1400,54,5.0,Purchase,2024-10-20,2023-07-18
1401,55,8.0,Purchase,2024-03-17,2024-05-27
1402,49,1.0,Purchase,2023-08-28,2024-05-06
1403,22,5.0,Purchase,2024-04-21,2023-07-19
1404,53,3.0,Consumption,2024-02-09,2023-12-21
1405,36,42.0,Adjustment,2024-10-08,2024-06-08
1406,33,12.0,Consumption,2024-01-23,2023-04-23
1407,24,12.0,Consumption,2023-02-23,2023-03-19
1408,56,18.0,Purchase,2024-03-29,2023-07-24
1409,18,93.0,Adjustment,2024-02-06,2024-02-26
1410,61,76.0,Adjustment,2023-07-10,2024-01-11
1411,39,6.0,Purchase,2024-01-27,2023-07-07
1412,20,57.0,Adjustment,2023-12-07,2023-11-07
1413,59,15.0,Consumption,2023-09-26,2023-06-13
1414,35,33.0,Adjustment,2023-05-03,2023-09-25
1415,30,14.0,Purchase,2023-10-03,2023-01-27
1416,32,37.0,Adjustment,2024-01-11,2024-01-24
1417,16,3.0,Purchase,2023-12-22,2024-08-30
1418,44,3.0,Purchase,2024-06-30,2023-03-16
1419,44,30.0,Adjustment,2024-03-24,2023-05-15
1420,29,9.0,Consumption,2023-01-13,2023-08-01
1421,12,19.0,Purchase,2023-08-04,2024-07-04
1422,5,53.0,Adjustment,2024-04-24,2024-04-29
1423,40,3.0,Purchase,2023-05-17,2024-06-14
1424,50,15.0,Consumption,2024-06-26,2024-08-03
1425,56,10.0,Purchase,2023-05-04,2023-11-12
1426,27,3.0,Purchase,2024-06-10,2024-03-22
1427,38,98.0,Adjustment,2024-10-07,2023-10-08
1428,11,22.0,Adjustment,2024-04-18,2024-04-18
1429,22,49.0,Adjustment,2024-09-29,2024-09-14
1430,15,32.0,Adjustment,2024-06-10,2023-08-15
1431,50,20.0,Consumption,2024-03-25,2023-06-06
1432,5,9.0,Consumption,2023-01-07,2023-01-20
1433,55,9.0,Purchase,2023-04-08,2023-10-22
1434,26,4.0,Consumption,2023-12-25,2023-11-05
1435,20,30.0,Adjustment,2023-06-09,2024-02-24
1436,5,79.0,Adjustment,2024-01-26,2023-04-21
1437,58,79.0,Adjustment,2024-08-25,2023-07-05
1438,44,13.0,Consumption,2023-01-22,2023-10-21
1439,53,27.0,Adjustment,2024-07-09,2023-04-02
1440,26,14.0,Consumption,2024-03-22,2023-02-05
1441,35,76.0,Adjustment,2024-06-14,2024-05-03
1442,12,36.0,Adjustment,2024-10-08,2024-04-28
1443,59,10.0,Purchase,2024-02-17,2024-08-12
1444,53,38.0,Adjustment,2023-07-15,2023-02-22
1445,37,9.0,Consumption,2024-06-24,2023-04-22
1446,35,19.0,Consumption,2024-09-29,2023-07-26
1447,49,18.0,Purchase,2023-10-26,2023-12-30
1448,11,16.0,Purchase,2024-09-11,2024-01-31
1449,51,18.0,Purchase,2024-02-10,2024-01-12
1450,58,20.0,Consumption,2024-01-21,2023-12-30
1451,58,16.0,Adjustment,2024-07-25,2023-08-17
1452,38,18.0,Purchase,2024-01-10,2024-04-17
1453,34,9.0,Purchase,2023-08-16,2023-01-22
1454,48,4.0,Purchase,2023-06-01,2024-03-23
1455,57,10.0,Purchase,2024-03-26,2024-04-09
1456,54,14.0,Adjustment,2024-07-18,2023-04-19
1457,8,13.0,Purchase,2023-05-28,2023-06-26
1458,54,52.0,Adjustment,2024-03-31,2024-06-26
1459,61,2.0,Purchase,2024-08-03,2023-09-01
1460,44,4.0,Consumption,2024-03-30,2024-04-18
1461,24,12.0,Purchase,2023-11-09,2023-06-07
1462,4,5.0,Consumption,2023-09-27,2023-04-25
1463,16,32.0,Adjustment,2023-07-20,2023-06-06
1464,9,13.0,Adjustment,2023-06-15,2024-05-13
1465,6,12.0,Purchase,2023-08-11,2024-02-14
1466,34,3.0,Purchase,2024-08-25,2023-01-27
1467,46,6.0,Consumption,2024-01-11,2023-05-11
1468,38,5.0,Purchase,2023-04-16,2023-06-19
1469,58,10.0,Purchase,2023-03-15,2023-09-10
1470,25,9.0,Purchase,2023-12-20,2024-08-12
1471,55,55.0,Adjustment,2024-10-08,2024-03-24
1472,37,2.0,Consumption,2023-06-30,2024-05-25
1473,50,3.0,Consumption,2023-04-20,2024-01-28
1474,15,2.0,Consumption,2023-12-05,2023-08-28
1475,46,59.0,Adjustment,2023-09-05,2023-03-15
1476,15,19.0,Consumption,2023-03-21,2024-06-09
1477,51,11.0,Consumption,2023-11-13,2024-06-21
1478,36,8.0,Purchase,2024-06-19,2023-08-10
1479,5,7.0,Purchase,2024-05-09,2024-08-14
1480,48,14.0,Consumption,2024-09-24,2023-05-06
1481,32,49.0,Adjustment,2024-10-06,2023-06-08
1482,50,98.0,Adjustment,2023-05-08,2023-02-22
1483,7,24.0,Adjustment,2023-10-10,2024-08-04
1484,17,75.0,Adjustment,2023-05-16,2023-01-31
1485,57,18.0,Purchase,2023-03-15,2023-06-27
1486,47,2.0,Consumption,2023-12-16,2024-03-08
1487,24,13.0,Purchase,2023-04-25,2023-04-11
1488,51,1.0,Purchase,2023-07-06,2023-02-05
1489,30,95.0,Adjustment,2023-06-23,2023-04-27
1490,42,19.0,Consumption,2023-11-27,2023-10-10
1491,58,85.0,Adjustment,2024-01-02,2023-10-10
1492,23,14.0,Consumption,2023-02-19,2023-01-18
1493,35,6.0,Purchase,2023-01-23,2023-03-03
1494,12,25.0,Adjustment,2024-10-13,2023-02-04
1495,30,76.0,Adjustment,2024-07-13,2023-07-06
1496,5,6.0,Consumption,2024-01-04,2023-03-27
1497,2,7.0,Purchase,2024-02-27,2024-10-27
1498,32,13.0,Purchase,2023-12-12,2023-08-16
1499,40,83.0,Adjustment,2024-08-30,2024-08-04
1500,57,19.0,Consumption,2023-12-21,2023-10-02
1501,29,20.0,Purchase,2024-07-25,2023-08-30
1502,4,13.0,Consumption,2023-02-06,2023-08-01
1503,12,9.0,Purchase,2023-06-28,2024-07-09
1504,7,18.0,Consumption,2023-04-19,2023-07-16
1505,1,12.0,Consumption,2024-08-10,2024-10-02
1506,27,14.0,Purchase,2024-08-01,2023-04-11
1507,26,4.0,Purchase,2023-06-27,2023-08-15
1508,12,8.0,Purchase,2024-07-20,2024-05-11
1509,3,4.0,Purchase,2024-07-08,2024-04-12
1510,17,25.0,Adjustment,2023-05-13,2024-03-20
1511,37,6.0,Purchase,2024-08-11,2023-05-03
1512,59,13.0,Purchase,2023-11-12,2023-12-17
1513,3,1.0,Consumption,2023-03-29,2024-07-30
1514,59,84.0,Adjustment,2024-03-05,2023-09-21
1515,11,15.0,Purchase,2024-07-16,2023-10-20
1516,42,82.0,Adjustment,2024-08-19,2024-07-07
1517,12,7.0,Consumption,2023-06-10,2023-09-02
1518,7,15.0,Consumption,2023-12-07,2023-01-04
1519,59,25.0,Adjustment,2023-05-02,2023-07-24
1520,50,5.0,Purchase,2024-09-12,2023-05-12
1521,8,8.0,Purchase,2023-01-29,2023-10-30
1522,60,5.0,Consumption,2024-06-26,2024-04-03
1523,16,11.0,Consumption,2023-04-16,2024-02-01
1524,54,3.0,Purchase,2024-03-23,2024-02-18
1525,57,12.0,Purchase,2024-09-17,2024-07-02
1526,1,11.0,Adjustment,2023-08-06,2023-08-20
1527,37,17.0,Consumption,2023-01-16,2023-06-27
1528,3,55.0,Adjustment,2024-01-05,2024-06-16
1529,32,100.0,Adjustment,2024-07-30,2024-10-27
1530,11,15.0,Consumption,2024-02-24,2024-08-27
1531,23,69.0,Adjustment,2023-11-26,2023-04-20
1532,49,16.0,Purchase,2023-07-11,2023-07-22
1533,8,46.0,Adjustment,2024-05-31,2023-03-17
1534,7,71.0,Adjustment,2023-04-13,2023-08-10
1535,54,15.0,Consumption,2024-10-04,2024-04-17
1536,9,3.0,Consumption,2023-11-25,2024-07-21
1537,28,3.0,Consumption,2023-08-31,2024-01-30
1538,44,50.0,Adjustment,2024-04-26,2024-10-17
1539,48,48.0,Adjustment,2023-12-06,2023-05-14
1540,35,80.0,Adjustment,2023-12-12,2024-03-24
1541,27,15.0,Consumption,2024-09-24,2024-06-21
1542,48,59.0,Adjustment,2023-12-02,2024-02-25
1543,49,8.0,Purchase,2024-09-07,2024-02-07
1544,6,9.0,Purchase,2023-01-30,2024-02-23
1545,32,8.0,Consumption,2023-05-28,2023-09-02
1546,49,13.0,Consumption,2024-07-18,2024-04-30
1547,59,9.0,Consumption,2023-09-11,2023-07-09
1548,35,16.0,Adjustment,2024-07-18,2024-10-09
1549,33,4.0,Purchase,2024-08-13,2023-08-12
1550,52,20.0,Purchase,2024-07-14,2023-01-21
1551,27,24.0,Adjustment,2024-07-05,2024-03-27
1552,5,15.0,Purchase,2024-07-06,2023-12-29
1553,60,25.0,Adjustment,2023-11-05,2024-05-28
1554,15,18.0,Consumption,2023-06-28,2024-06-30
1555,33,98.0,Adjustment,2023-01-14,2023-08-21
1556,34,30.0,Adjustment,2023-05-13,2023-06-16
1557,39,87.0,Adjustment,2024-09-30,2024-06-22
1558,9,1.0,Purchase,2023-08-01,2024-01-22
1559,42,16.0,Consumption,2024-04-23,2023-09-19
1560,48,17.0,Consumption,2024-06-20,2023-01-31
1561,54,16.0,Consumption,2024-01-17,2023-10-17
1562,56,14.0,Consumption,2023-10-06,2023-09-08
1563,4,16.0,Adjustment,2024-10-20,2023-09-12
1564,58,11.0,Consumption,2023-11-14,2024-09-03
1565,33,10.0,Consumption,2023-11-26,2023-11-15
1566,27,16.0,Purchase,2023-07-13,2023-08-27
1567,7,6.0,Consumption,2023-06-13,2024-01-29
1568,52,5.0,Consumption,2023-10-28,2023-10-08
1569,60,65.0,Adjustment,2023-12-02,2023-01-11
1570,57,1.0,Consumption,2023-04-28,2024-05-01
1571,8,5.0,Consumption,2023-01-14,2024-09-05
1572,54,19.0,Purchase,2024-09-12,2023-09-12
1573,52,5.0,Purchase,2024-08-21,2024-02-24
1574,27,20.0,Purchase,2023-04-07,2024-07-09
1575,1,15.0,Purchase,2024-02-20,2023-08-21
1576,15,12.0,Purchase,2024-04-08,2024-07-26
1577,12,77.0,Adjustment,2023-06-26,2024-05-07
1578,6,5.0,Purchase,2023-03-09,2024-03-04
1579,46,9.0,Purchase,2023-01-17,2024-02-02
1580,34,15.0,Purchase,2023-04-26,2023-10-03
1581,50,16.0,Consumption,2023-03-28,2024-10-02
1582,39,13.0,Consumption,2024-02-05,2024-10-03
1583,55,14.0,Purchase,2024-06-19,2023-07-14
1584,3,19.0,Purchase,2024-01-17,2024-03-04
1585,1,14.0,Consumption,2023-06-26,2024-01-23
1586,4,17.0,Purchase,2024-07-24,2024-06-26
1587,51,46.0,Adjustment,2024-05-04,2023-09-23
1588,56,84.0,Adjustment,2023-09-17,2024-02-03
1589,40,13.0,Purchase,2024-08-08,2024-08-05
1590,8,5.0,Purchase,2023-06-29,2024-03-14
1591,30,15.0,Adjustment,2024-03-17,2024-06-24
1592,6,29.0,Adjustment,2023-12-26,2023-02-15
1593,14,90.0,Adjustment,2023-03-14,2023-12-02
1594,12,99.0,Adjustment,2024-08-11,2024-05-04
1595,34,18.0,Purchase,2024-07-08,2024-09-25
1596,53,46.0,Adjustment,2023-05-30,2024-07-27
1597,29,75.0,Adjustment,2024-05-28,2024-03-12
1598,56,12.0,Adjustment,2023-11-07,2024-02-19
1599,48,66.0,Adjustment,2024-02-27,2023-06-21
1600,33,5.0,Purchase,2023-07-11,2023-10-01
1601,50,3.0,Consumption,2023-07-28,2023-04-25
1602,5,33.0,Adjustment,2023-12-06,2023-04-15
1603,46,13.0,Purchase,2024-04-23,2023-03-18
1604,12,22.0,Adjustment,2023-09-05,2024-01-01
1605,44,17.0,Purchase,2024-02-08,2024-05-06
1606,6,15.0,Purchase,2024-08-04,2023-04-17
1607,54,48.0,Adjustment,2023-09-22,2023-12-30
1608,27,17.0,Purchase,2024-09-17,2023-07-21
1609,44,13.0,Consumption,2024-07-18,2023-09-16
1610,8,35.0,Adjustment,2024-01-02,2023-01-07
1611,23,17.0,Purchase,2024-03-02,2024-09-26
1612,54,33.0,Adjustment,2023-10-30,2024-10-04
1613,50,13.0,Adjustment,2023-04-23,2023-08-27
1614,27,22.0,Adjustment,2024-01-17,2023-02-16
1615,49,6.0,Consumption,2023-08-02,2024-07-23
1616,37,70.0,Adjustment,2023-11-27,2024-01-05
1617,59,14.0,Purchase,2023-07-04,2023-10-05
1618,36,1.0,Consumption,2024-09-13,2024-08-16
1619,8,3.0,Consumption,2023-07-20,2024-07-13
1620,33,18.0,Purchase,2023-02-28,2023-09-16
1621,48,19.0,Purchase,2023-04-13,2023-06-27
1622,28,42.0,Adjustment,2024-10-06,2024-09-26
1623,59,50.0,Adjustment,2023-01-02,2024-04-28
1624,33,11.0,Consumption,2023-02-17,2023-07-19
1625,58,5.0,Purchase,2024-01-22,2024-06-17
1626,17,5.0,Purchase,2024-06-21,2023-07-09
1627,5,20.0,Purchase,2023-11-18,2023-09-28
1628,47,86.0,Adjustment,2023-11-17,2024-01-06
1629,5,63.0,Adjustment,2023-05-28,2023-02-15
1630,44,48.0,Adjustment,2023-06-08,2023-07-26
1631,9,32.0,Adjustment,2023-03-01,2024-01-25
1632,60,68.0,Adjustment,2023-03-21,2024-04-02
1633,11,6.0,Consumption,2023-12-19,2024-09-08
1634,4,86.0,Adjustment,2024-07-20,2023-10-19
1635,59,76.0,Adjustment,2023-07-14,2023-03-13
1636,17,2.0,Purchase,2023-08-18,2024-04-19
1637,42,1.0,Purchase,2023-05-02,2023-02-13
1638,1,19.0,Consumption,2024-04-28,2024-02-13
1639,32,96.0,Adjustment,2024-01-27,2024-09-23
1640,42,61.0,Adjustment,2024-09-13,2023-05-02
1641,44,58.0,Adjustment,2023-03-06,2024-03-04
1642,20,13.0,Purchase,2024-01-18,2024-03-23
1643,59,10.0,Purchase,2024-02-24,2023-06-18
1644,53,28.0,Adjustment,2023-10-27,2023-05-14
1645,37,1.0,Purchase,2023-04-19,2024-01-04
1646,40,17.0,Consumption,2023-06-06,2024-01-29
1647,20,4.0,Consumption,2023-06-05,2024-05-25
1648,2,17.0,Consumption,2023-05-10,2024-03-19
1649,47,7.0,Purchase,2023-08-21,2024-03-30
1650,6,18.0,Purchase,2023-06-10,2024-07-16
1651,49,13.0,Purchase,2023-05-11,2024-01-06
1652,32,71.0,Adjustment,2023-03-15,2023-07-11
1653,1,10.0,Purchase,2023-11-23,2023-01-19
1654,27,14.0,Consumption,2023-10-10,2024-02-25
1655,50,15.0,Consumption,2023-09-26,2024-04-05
1656,42,44.0,Adjustment,2024-01-27,2024-06-20
1657,9,20.0,Purchase,2023-01-17,2024-06-29
1658,53,69.0,Adjustment,2024-06-14,2023-08-28
1659,24,22.0,Adjustment,2024-01-31,2023-08-04
1660,15,10.0,Consumption,2024-01-08,2023-12-07
1661,48,37.0,Adjustment,2024-01-08,2024-03-02
1662,24,6.0,Purchase,2023-07-03,2024-05-16
1663,37,12.0,Purchase,2023-05-27,2023-09-24
1664,50,11.0,Purchase,2023-07-01,2023-05-04
1665,47,40.0,Adjustment,2024-10-29,2023-02-02
1666,17,22.0,Adjustment,2023-08-17,2024-03-27
1667,50,1.0,Purchase,2024-01-05,2024-07-24
1668,27,12.0,Purchase,2024-09-07,2024-06-15
1669,58,76.0,Adjustment,2023-02-12,2023-05-13
1670,52,19.0,Adjustment,2023-06-10,2023-06-30
1671,26,15.0,Purchase,2024-02-05,2024-05-06
1672,8,19.0,Adjustment,2024-07-29,2024-09-26
1673,33,5.0,Purchase,2024-03-13,2023-05-23
1674,36,1.0,Purchase,2023-03-23,2023-12-27
1675,29,14.0,Purchase,2023-12-15,2024-01-09
1676,12,8.0,Consumption,2024-01-15,2024-01-11
1677,27,59.0,Adjustment,2024-02-02,2023-04-28
1678,25,19.0,Purchase,2023-05-22,2023-01-23
1679,40,68.0,Adjustment,2024-08-06,2024-08-24
1680,8,5.0,Purchase,2024-06-25,2024-07-22
1681,57,3.0,Purchase,2024-05-26,2023-07-19
1682,25,20.0,Consumption,2023-04-26,2023-09-22
1683,56,17.0,Consumption,2023-12-20,2023-08-26
