id,order_id,payment_date,method,amount
1193,1193,2024-03-16 22:47:48,Transfer,80.0
1194,1194,2024-08-23 23:48:59,Cash,280.0
1195,1195,2024-08-11 12:07:35,Transfer,175.0
1196,1196,2024-08-18 17:53:28,Cash,300.0
1197,1197,2024-09-11 20:32:17,Transfer,80.0
1198,1198,2024-05-10 17:02:33,Cash,280.0
1199,1199,2024-05-25 03:08:14,Transfer,225.0
1200,1200,2024-06-22 18:19:19,Card,400.0
1201,1201,2024-06-21 03:46:26,Card,120.0
1202,1202,2024-11-13 04:28:45,Card,160.0
1203,1203,2024-02-17 07:16:52,Transfer,80.0
1204,1204,2024-02-09 11:02:55,Card,65.0
1205,1205,2024-11-09 23:51:01,Card,280.0
1206,1206,2024-12-10 05:01:46,Transfer,50.0
1207,1207,2024-01-03 03:28:03,Cash,140.0
1208,1208,2023-12-30 01:59:57,Transfer,140.0
1209,1209,2024-03-19 09:59:53,Transfer,30.0
1210,1210,2024-12-13 01:10:51,Card,425.0
1211,1211,2024-09-17 20:31:51,Cash,320.0
1212,1212,2024-09-26 09:37:56,Card,210.0
1213,1213,2024-04-07 12:06:35,Transfer,175.0
1214,1214,2024-08-21 07:03:47,Transfer,280.0
1215,1215,2024-03-14 00:48:34,Card,80.0
1216,1216,2024-07-04 14:27:02,Cash,160.0
1217,1217,2024-11-28 05:39:32,Transfer,240.0
1218,1218,2024-03-27 23:09:14,Card,60.0
1219,1219,2024-08-16 06:15:17,Cash,140.0
1220,1220,2024-03-18 09:17:57,Card,70.0
1221,1221,2024-01-20 05:40:56,Transfer,210.0
1222,1222,2024-03-09 21:21:49,Card,240.0
1223,1223,2024-11-29 05:47:01,Cash,50.0
1224,1224,2024-01-18 07:57:43,Cash,100.0
1225,1225,2024-08-08 23:06:58,Transfer,425.0
1226,1226,2024-02-19 16:16:19,Card,65.0
1227,1227,2024-12-15 07:21:08,Transfer,160.0
1228,1228,2024-06-25 02:19:09,Transfer,240.0
1229,1229,2024-03-02 01:13:54,Cash,135.0
1230,1230,2024-04-28 12:26:15,Transfer,200.0
1231,1231,2024-10-25 11:03:33,Cash,10.0
1232,1232,2024-07-18 21:11:02,Transfer,160.0
1233,1233,2024-12-04 10:29:27,Card,140.0
1234,1234,2024-10-25 11:32:47,Transfer,80.0
1235,1235,2024-05-17 04:08:44,Card,425.0
1236,1236,2024-02-21 10:43:36,Cash,140.0
1237,1237,2024-05-03 02:33:18,Transfer,240.0
1238,1238,2024-11-04 13:27:38,Card,160.0
1239,1239,2024-08-29 17:50:07,Cash,120.0
1240,1240,2024-05-16 05:24:38,Transfer,80.0
1241,1241,2024-07-06 01:01:58,Cash,70.0
1242,1242,2024-03-27 02:04:28,Transfer,375.0
1243,1243,2024-09-27 17:42:33,Cash,135.0
1244,1244,2024-09-25 23:04:35,Card,85.0
1245,1245,2024-09-25 22:54:46,Transfer,195.0
1246,1246,2024-06-21 09:37:21,Cash,140.0
1247,1247,2024-02-17 07:01:53,Cash,325.0
1248,1248,2024-11-13 06:20:29,Card,65.0
1249,1249,2024-08-19 07:42:44,Transfer,240.0
1250,1250,2024-05-09 16:13:28,Transfer,195.0
1251,1251,2024-05-25 08:52:51,Transfer,300.0
1252,1252,2024-02-20 05:01:05,Cash,250.0
1253,1253,2024-06-07 19:56:53,Transfer,320.0
1254,1254,2024-09-18 09:06:22,Card,350.0
1255,1255,2024-04-18 02:09:38,Cash,60.0
1256,1256,2024-07-20 15:51:40,Transfer,140.0
1257,1257,2024-05-30 02:44:27,Cash,70.0
1258,1258,2024-05-24 23:05:22,Cash,120.0
1259,1259,2024-12-20 21:27:55,Card,400.0
1260,1260,2024-06-06 09:45:49,Transfer,80.0
1261,1261,2024-01-09 12:59:04,Cash,120.0
1262,1262,2024-05-24 12:08:58,Cash,200.0
1263,1263,2024-11-09 02:38:14,Cash,300.0
1264,1264,2024-04-28 10:49:09,Cash,350.0
1265,1265,2024-12-03 17:00:39,Transfer,140.0
1266,1266,2024-04-16 10:48:09,Cash,200.0
1267,1267,2024-08-23 00:52:09,Cash,210.0
1268,1268,2024-06-07 09:51:40,Card,350.0
1269,1269,2024-05-29 12:21:51,Card,180.0
1270,1270,2024-05-28 07:27:18,Card,70.0
1271,1271,2024-05-06 23:12:25,Cash,195.0
1272,1272,2024-05-05 07:54:33,Card,30.0
1273,1273,2024-03-25 19:06:01,Transfer,200.0
1274,1274,2024-12-08 06:45:38,Cash,75.0
1275,1275,2024-09-09 01:54:54,Card,150.0
1276,1276,2024-06-12 14:05:44,Cash,85.0
1277,1277,2024-08-16 08:45:22,Transfer,300.0
1278,1278,2024-10-30 10:43:52,Cash,70.0
1279,1279,2024-03-28 04:27:17,Cash,160.0
1280,1280,2024-03-05 15:11:50,Cash,240.0
1281,1281,2024-10-19 18:15:37,Transfer,425.0
1282,1282,2024-03-22 19:04:10,Transfer,105.0
1283,1283,2024-09-02 20:26:20,Card,150.0
1284,1284,2024-03-19 00:44:44,Cash,100.0
1285,1285,2024-01-22 22:34:02,Cash,320.0
1286,1286,2024-03-27 05:28:57,Card,180.0
1287,1287,2024-06-24 21:18:08,Cash,30.0
1288,1288,2023-12-26 12:35:27,Transfer,260.0
1289,1289,2024-09-15 23:53:37,Card,240.0
1290,1290,2024-08-30 23:07:19,Transfer,140.0
1291,1291,2024-03-13 22:58:35,Transfer,280.0
1292,1292,2024-05-30 03:29:27,Cash,170.0
1293,1293,2024-02-05 00:57:26,Card,175.0
1294,1294,2024-07-07 21:40:44,Card,140.0
1295,1295,2024-08-24 23:02:09,Card,60.0
1296,1296,2024-02-13 09:17:35,Card,45.0
1297,1297,2024-08-09 02:07:57,Card,200.0
1298,1298,2024-09-13 07:44:07,Cash,40.0
1299,1299,2024-12-14 14:10:59,Card,180.0
1300,1300,2024-07-02 17:45:17,Transfer,400.0
1301,1301,2024-02-23 04:50:37,Transfer,400.0
1302,1302,2024-07-14 23:40:12,Transfer,225.0
1303,1303,2024-09-11 04:41:51,Cash,255.0
1304,1304,2024-12-09 04:05:35,Card,140.0
1305,1305,2024-01-22 22:49:36,Cash,120.0
1306,1306,2024-05-08 22:38:20,Card,280.0
1307,1307,2024-10-05 11:38:14,Card,105.0
1308,1308,2024-10-09 08:36:32,Transfer,350.0
1309,1309,2024-07-01 11:47:54,Transfer,280.0
1310,1310,2024-11-27 01:47:02,Card,30.0
1311,1311,2024-11-29 00:35:25,Transfer,80.0
1312,1312,2024-07-12 12:12:11,Transfer,210.0
1313,1313,2024-11-04 19:09:04,Transfer,300.0
1314,1314,2024-02-08 23:34:47,Cash,105.0
1315,1315,2024-03-05 10:06:49,Transfer,350.0
1316,1316,2024-02-20 15:44:36,Transfer,45.0
1317,1317,2024-07-28 09:54:36,Cash,70.0
1318,1318,2024-01-21 06:00:52,Card,225.0
1319,1319,2024-03-14 02:57:56,Transfer,35.0
1320,1320,2024-06-09 06:05:16,Card,210.0
1321,1321,2024-12-17 11:39:46,Cash,160.0
1322,1322,2024-09-17 11:10:52,Cash,140.0
1323,1323,2024-06-28 10:40:49,Cash,400.0
1324,1324,2024-06-15 10:53:24,Card,350.0
1325,1325,2024-11-30 08:17:22,Transfer,70.0
1326,1326,2024-04-22 07:30:53,Card,320.0
1327,1327,2024-01-28 01:07:09,Card,80.0
1328,1328,2024-02-04 08:45:41,Cash,280.0
1329,1329,2024-01-06 09:57:02,Card,300.0
1330,1330,2024-08-14 16:26:46,Transfer,140.0
1331,1331,2024-04-05 02:58:45,Card,100.0
1332,1332,2024-12-02 16:56:38,Cash,45.0
1333,1333,2024-05-16 19:50:19,Card,425.0
1334,1334,2024-06-20 23:37:22,Cash,280.0
1335,1335,2024-07-20 13:04:09,Cash,75.0
1336,1336,2024-06-02 02:26:13,Card,120.0
1337,1337,2024-03-16 19:25:39,Transfer,320.0
1338,1338,2024-11-14 17:09:48,Card,40.0
1339,1339,2024-10-10 11:05:51,Cash,140.0
1340,1340,2024-03-31 09:40:53,Cash,40.0
1341,1341,2024-03-17 00:09:28,Card,350.0
1342,1342,2024-11-22 10:30:28,Card,50.0
1343,1343,2024-05-22 05:11:10,Transfer,75.0
1344,1344,2024-10-16 10:54:31,Transfer,35.0
1345,1345,2024-10-27 18:54:48,Transfer,70.0
1346,1346,2024-03-16 04:11:13,Card,120.0
1347,1347,2024-01-25 15:26:26,Card,120.0
1348,1348,2024-08-08 09:26:59,Card,300.0
1349,1349,2024-07-04 14:39:45,Transfer,160.0
1350,1350,2024-03-04 14:44:12,Transfer,140.0
1351,1351,2024-09-28 04:28:03,Cash,175.0
1352,1352,2024-10-24 13:40:16,Cash,325.0
1353,1353,2024-11-13 06:58:48,Transfer,425.0
1354,1354,2024-03-21 13:02:13,Card,70.0
1355,1355,2024-10-19 04:10:57,Card,135.0
1356,1356,2024-05-31 00:33:50,Cash,120.0
1357,1357,2024-01-15 18:48:17,Card,170.0
1358,1358,2024-12-03 14:06:55,Card,320.0
1359,1359,2024-09-16 11:44:24,Transfer,255.0
1360,1360,2024-02-26 23:02:14,Card,70.0
1361,1361,2024-06-25 23:44:44,Transfer,105.0
1362,1362,2024-08-12 17:01:58,Cash,70.0
1363,1363,2024-01-22 13:53:32,Transfer,70.0
1364,1364,2024-08-17 19:46:33,Cash,200.0
1365,1365,2024-11-10 17:25:01,Card,120.0
1366,1366,2024-08-14 10:18:47,Cash,150.0
1367,1367,2024-09-26 23:58:26,Cash,160.0
1368,1368,2024-12-12 13:58:34,Transfer,350.0
1369,1369,2024-03-12 15:08:29,Card,90.0
1370,1370,2024-02-26 18:17:58,Card,70.0
1371,1371,2024-11-11 22:44:05,Transfer,80.0
1372,1372,2024-05-08 10:26:21,Card,160.0
1373,1373,2024-02-05 01:23:31,Transfer,70.0
1374,1374,2024-01-23 09:08:08,Cash,90.0
1375,1375,2024-01-01 10:02:27,Cash,85.0
1376,1376,2024-09-08 22:44:15,Card,40.0
1377,1377,2024-07-28 14:22:07,Transfer,425.0
1378,1378,2024-03-12 18:26:25,Transfer,280.0
1379,1379,2024-09-21 15:50:00,Cash,80.0
1380,1380,2024-01-27 13:18:40,Transfer,100.0
1381,1381,2024-11-25 04:49:46,Transfer,85.0
1382,1382,2024-07-29 05:18:50,Card,160.0
1383,1383,2024-06-20 21:01:06,Transfer,140.0
1384,1384,2024-09-17 04:45:41,Transfer,200.0
1385,1385,2023-12-31 01:38:05,Card,140.0
1386,1386,2024-01-27 15:30:58,Cash,140.0
1387,1387,2024-05-10 03:48:16,Card,300.0
1388,1388,2024-08-31 19:24:32,Card,300.0
1389,1389,2024-12-15 08:07:52,Transfer,225.0
1390,1390,2024-10-08 09:54:16,Cash,120.0
1391,1391,2024-08-15 15:50:30,Cash,50.0
1392,1392,2024-06-01 04:23:18,Card,30.0
1393,1393,2024-06-04 02:46:19,Card,210.0
1394,1394,2023-12-26 06:39:22,Cash,375.0
1395,1395,2023-12-28 23:48:39,Cash,70.0
1396,1396,2024-12-17 22:57:55,Cash,80.0
1397,1397,2024-07-12 14:15:00,Transfer,210.0
1398,1398,2024-08-02 01:38:59,Cash,50.0
1399,1399,2024-03-04 16:38:30,Cash,180.0
1400,1400,2024-02-14 08:41:41,Card,70.0
1401,1401,2024-03-04 10:33:40,Cash,350.0
1402,1402,2024-01-27 16:18:21,Card,140.0
1403,1403,2024-05-31 16:46:22,Cash,35.0
1404,1404,2024-01-09 03:54:33,Transfer,60.0
1405,1405,2024-10-21 19:21:50,Transfer,40.0
1406,1406,2024-07-01 12:50:11,Card,320.0
1407,1407,2024-06-17 14:24:28,Transfer,150.0
1408,1408,2024-01-22 07:22:02,Card,35.0
1409,1409,2024-01-26 18:49:02,Cash,170.0
1410,1410,2024-11-20 16:08:24,Transfer,140.0
1411,1411,2024-06-13 15:22:22,Cash,240.0
1412,1412,2024-11-27 16:53:30,Cash,400.0
1413,1413,2024-07-22 05:33:10,Transfer,160.0
1414,1414,2024-06-22 00:12:43,Transfer,70.0
1415,1415,2024-05-20 02:24:06,Cash,140.0
1416,1416,2024-06-28 10:24:36,Card,140.0
1417,1417,2024-12-23 06:32:18,Transfer,350.0
1418,1418,2024-02-11 16:55:55,Card,140.0
1419,1419,2024-11-18 01:17:20,Card,320.0
1420,1420,2024-08-08 08:13:57,Cash,120.0
1421,1421,2024-01-16 13:46:25,Transfer,210.0
1422,1422,2024-09-28 08:53:02,Transfer,280.0
1423,1423,2024-07-02 14:07:56,Card,70.0
1424,1424,2024-05-11 07:45:25,Transfer,140.0
1425,1425,2024-04-12 04:02:10,Card,75.0
1426,1426,2024-01-09 06:08:54,Cash,35.0
1427,1427,2024-04-09 10:27:38,Transfer,45.0
1428,1428,2024-01-07 10:50:20,Transfer,210.0
1429,1429,2024-12-07 14:48:49,Card,320.0
1430,1430,2024-08-04 10:20:57,Card,120.0
1431,1431,2024-07-06 21:12:34,Transfer,375.0
1432,1432,2024-04-12 13:53:56,Transfer,400.0
1433,1433,2024-11-27 03:17:30,Cash,135.0
1434,1434,2024-07-01 12:10:08,Card,350.0
1435,1435,2024-09-19 07:35:33,Card,20.0
1436,1436,2023-12-31 01:27:04,Card,175.0
1437,1437,2024-01-10 13:00:41,Card,255.0
1438,1438,2024-04-09 06:08:44,Transfer,350.0
1439,1439,2024-10-31 14:01:02,Card,375.0
1440,1440,2024-09-08 20:03:51,Cash,105.0
1441,1441,2024-12-13 04:56:19,Transfer,70.0
1442,1442,2024-02-02 09:43:56,Cash,200.0
1443,1443,2024-01-03 23:15:40,Card,70.0
1444,1444,2024-04-09 11:28:40,Cash,70.0
1445,1445,2024-04-26 00:11:03,Transfer,60.0
1446,1446,2024-10-17 22:52:41,Card,140.0
1447,1447,2024-10-31 11:44:36,Card,85.0
1448,1448,2024-01-08 07:05:14,Transfer,175.0
1449,1449,2024-10-18 04:49:29,Card,240.0
1450,1450,2024-07-14 02:21:09,Cash,325.0
1451,1451,2024-06-29 02:42:53,Transfer,70.0
1452,1452,2024-05-29 13:51:13,Card,320.0
1453,1453,2024-07-13 09:42:29,Transfer,160.0
1454,1454,2024-12-17 00:33:43,Card,30.0
1455,1455,2024-06-05 22:52:15,Cash,200.0
1456,1456,2024-01-01 07:16:23,Card,200.0
1457,1457,2024-04-01 20:44:55,Cash,30.0
1458,1458,2024-08-19 20:50:00,Card,100.0
1459,1459,2024-02-13 04:11:02,Transfer,175.0
1460,1460,2024-07-29 12:56:25,Cash,400.0
1461,1461,2024-08-17 02:03:21,Cash,70.0
1462,1462,2024-09-24 15:29:43,Transfer,210.0
1463,1463,2024-05-04 13:02:53,Cash,280.0
1464,1464,2024-08-23 13:38:03,Cash,240.0
1465,1465,2024-02-04 08:50:28,Card,140.0
1466,1466,2024-11-13 07:57:30,Cash,20.0
1467,1467,2024-03-09 04:56:23,Transfer,30.0
1468,1468,2024-04-03 03:17:19,Card,50.0
1469,1469,2024-09-27 16:36:29,Card,300.0
1470,1470,2024-07-31 14:06:15,Cash,70.0
1471,1471,2024-11-01 13:43:37,Cash,160.0
1472,1472,2024-11-27 10:02:26,Cash,210.0
1473,1473,2024-07-19 10:33:54,Transfer,65.0
1474,1474,2024-06-02 07:18:06,Transfer,140.0
1475,1475,2024-04-18 00:49:53,Card,40.0
1476,1476,2024-07-25 20:09:31,Transfer,120.0
1477,1477,2024-12-08 17:58:24,Card,75.0
1478,1478,2024-09-20 08:16:46,Transfer,375.0
1479,1479,2024-05-17 17:25:57,Card,300.0
1480,1480,2024-09-10 19:44:35,Transfer,500.0
1481,1481,2024-05-19 15:57:51,Transfer,210.0
1482,1482,2024-01-18 08:56:25,Card,400.0
1483,1483,2024-11-13 20:29:38,Card,105.0
1484,1484,2024-02-05 23:39:20,Transfer,195.0
1485,1485,2024-01-16 23:28:55,Cash,65.0
1486,1486,2024-02-04 15:31:46,Cash,425.0
1487,1487,2024-08-27 10:16:25,Card,60.0
1488,1488,2024-02-01 21:09:33,Cash,40.0
1489,1489,2024-09-03 18:42:23,Card,85.0
1490,1490,2024-03-16 15:21:28,Transfer,400.0
1491,1491,2024-11-12 02:57:14,Transfer,210.0
1492,1492,2024-08-25 04:05:06,Cash,150.0
1493,1493,2023-12-31 19:27:36,Transfer,120.0
1494,1494,2023-12-29 13:55:08,Transfer,40.0
1495,1495,2024-05-08 01:09:42,Transfer,170.0
1496,1496,2024-01-15 07:27:55,Transfer,150.0
1497,1497,2024-02-05 17:27:43,Transfer,210.0
1498,1498,2024-01-25 00:45:31,Transfer,35.0
1499,1499,2024-11-07 06:27:17,Cash,160.0
1500,1500,2024-12-08 16:47:00,Card,280.0
1501,1501,2024-08-09 17:43:24,Transfer,75.0
1502,1502,2024-04-18 21:01:07,Transfer,120.0
1503,1503,2024-01-14 08:03:01,Card,375.0
1504,1504,2024-09-01 19:46:06,Transfer,300.0
1505,1505,2024-10-02 18:15:31,Transfer,350.0
1506,1506,2024-09-19 23:39:06,Cash,175.0
1507,1507,2024-09-28 04:31:35,Card,170.0
1508,1508,2024-08-04 09:43:40,Card,70.0
1509,1509,2024-03-11 13:59:49,Cash,80.0
1510,1510,2024-04-04 03:33:51,Transfer,70.0
1511,1511,2024-05-23 01:40:43,Cash,75.0
1512,1512,2024-09-07 00:44:16,Cash,70.0
1513,1513,2024-05-22 04:12:52,Card,70.0
1514,1514,2024-04-18 17:24:01,Card,140.0
1515,1515,2024-11-20 19:28:56,Card,250.0
1516,1516,2024-09-23 17:20:40,Transfer,10.0
1517,1517,2024-03-29 17:19:55,Cash,200.0
1518,1518,2024-09-02 06:15:56,Transfer,400.0
1519,1519,2024-09-13 07:49:05,Transfer,140.0
1520,1520,2024-07-13 23:53:33,Cash,350.0
1521,1521,2024-04-17 13:24:53,Cash,180.0
1522,1522,2024-05-19 23:35:36,Transfer,175.0
1523,1523,2024-05-21 10:54:54,Cash,210.0
1524,1524,2024-05-26 06:09:36,Transfer,35.0
1525,1525,2024-11-08 03:23:21,Card,175.0
1526,1526,2024-10-19 13:06:54,Card,210.0
1527,1527,2024-07-10 17:33:18,Cash,400.0
1528,1528,2024-02-27 15:39:26,Card,320.0
1529,1529,2024-04-18 11:00:17,Cash,375.0
1530,1530,2024-07-02 21:18:58,Transfer,175.0
1531,1531,2024-04-22 20:42:03,Card,80.0
1532,1532,2023-12-30 21:11:11,Cash,320.0
1533,1533,2024-11-27 12:32:32,Card,260.0
1534,1534,2024-05-29 23:16:42,Cash,70.0
1535,1535,2024-12-17 14:15:59,Cash,200.0
1536,1536,2024-11-02 06:55:43,Transfer,160.0
1537,1537,2024-04-29 17:57:54,Card,70.0
1538,1538,2024-03-31 03:35:41,Cash,240.0
1539,1539,2024-05-22 02:48:29,Cash,40.0
1540,1540,2024-08-16 09:54:43,Transfer,140.0
1541,1541,2024-07-07 00:24:11,Card,225.0
1542,1542,2024-06-14 23:26:54,Cash,105.0
1543,1543,2024-01-25 09:30:03,Cash,50.0
1544,1544,2024-01-15 01:11:57,Card,425.0
1545,1545,2024-06-07 07:33:49,Card,210.0
1546,1546,2024-01-16 20:11:37,Card,140.0
1547,1547,2024-04-19 23:31:11,Card,50.0
1548,1548,2024-09-09 21:41:16,Cash,350.0
1549,1549,2024-07-14 13:54:08,Transfer,35.0
1550,1550,2024-09-12 13:02:41,Card,70.0
1551,1551,2024-05-24 19:22:25,Card,150.0
1552,1552,2024-04-04 17:17:30,Transfer,195.0
1553,1553,2024-04-05 20:01:34,Card,120.0
1554,1554,2024-05-27 18:02:32,Cash,210.0
1555,1555,2024-09-06 19:51:53,Cash,120.0
1556,1556,2024-04-07 08:53:17,Card,80.0
1557,1557,2024-05-12 08:31:55,Transfer,300.0
1558,1558,2024-05-31 16:51:32,Transfer,140.0
1559,1559,2024-08-28 00:33:22,Card,350.0
1560,1560,2024-06-30 20:08:21,Cash,140.0
1561,1561,2024-11-04 01:16:48,Cash,40.0
1562,1562,2024-07-20 11:16:16,Card,210.0
1563,1563,2024-02-04 21:55:02,Cash,70.0
1564,1564,2023-12-29 15:27:57,Cash,225.0
1565,1565,2024-09-14 12:07:57,Card,140.0
1566,1566,2024-01-15 22:04:39,Transfer,400.0
1567,1567,2024-05-11 04:58:57,Cash,280.0
1568,1568,2024-03-18 23:46:45,Transfer,340.0
1569,1569,2024-01-20 07:35:21,Transfer,320.0
1570,1570,2024-12-23 08:39:11,Card,280.0
1571,1571,2024-06-30 08:13:06,Card,40.0
1572,1572,2024-05-27 02:59:41,Cash,50.0
1573,1573,2024-05-24 00:21:24,Transfer,60.0
1574,1574,2024-11-26 20:54:10,Cash,30.0
1575,1575,2024-01-05 12:14:08,Transfer,75.0
1576,1576,2024-06-29 04:59:59,Card,35.0
1577,1577,2024-08-14 03:56:50,Card,300.0
1578,1578,2024-03-15 00:54:41,Transfer,85.0
1579,1579,2024-11-27 10:00:06,Card,400.0
1580,1580,2024-08-25 05:48:49,Card,350.0
1581,1581,2024-03-31 02:41:50,Transfer,350.0
1582,1582,2024-06-24 04:36:25,Cash,150.0
1583,1583,2024-09-02 05:11:18,Card,45.0
1584,1584,2024-02-01 10:26:13,Transfer,280.0
1585,1585,2024-01-02 12:11:01,Transfer,70.0
1586,1586,2024-10-31 19:32:39,Transfer,350.0
1587,1587,2024-03-23 00:22:28,Transfer,240.0
1588,1588,2024-02-19 11:45:01,Cash,75.0
1589,1589,2024-04-26 20:49:28,Transfer,280.0
1590,1590,2024-08-05 10:25:32,Card,65.0
1591,1591,2024-09-30 16:34:32,Card,260.0
1592,1592,2024-04-22 10:52:37,Transfer,20.0
1593,1593,2024-05-16 14:37:24,Transfer,140.0
1594,1594,2024-01-06 12:44:46,Transfer,225.0
1595,1595,2024-05-10 07:17:24,Transfer,255.0
1596,1596,2024-07-08 02:21:36,Cash,150.0
1597,1597,2024-11-13 17:57:33,Transfer,160.0
1598,1598,2024-04-25 21:54:30,Transfer,320.0
1599,1599,2024-08-10 23:37:19,Transfer,350.0
1600,1600,2024-01-06 12:26:29,Cash,350.0
1601,1601,2024-06-20 01:34:35,Cash,400.0
1602,1602,2024-08-11 22:07:09,Transfer,40.0
1603,1603,2024-10-27 14:41:17,Cash,35.0
1604,1604,2024-05-19 16:53:50,Transfer,280.0
1605,1605,2024-11-06 18:21:01,Cash,140.0
1606,1606,2024-01-25 04:14:29,Cash,320.0
1607,1607,2024-09-10 18:55:40,Card,210.0
1608,1608,2024-06-11 10:33:11,Card,150.0
1609,1609,2024-05-04 01:40:11,Card,105.0
1610,1610,2024-05-13 04:23:44,Transfer,120.0
1611,1611,2024-06-02 19:53:36,Transfer,45.0
1612,1612,2024-10-22 02:47:20,Transfer,50.0
1613,1613,2024-10-19 08:36:36,Transfer,350.0
1614,1614,2024-11-06 11:18:40,Cash,85.0
1615,1615,2024-04-27 08:58:45,Transfer,240.0
1616,1616,2024-09-12 02:07:47,Card,60.0
1617,1617,2024-03-27 22:07:27,Cash,350.0
1618,1618,2024-07-03 22:31:52,Transfer,210.0
1619,1619,2024-11-09 09:50:31,Cash,50.0
1620,1620,2024-09-23 03:07:36,Card,120.0
1621,1621,2024-08-23 11:28:28,Card,50.0
1622,1622,2024-09-18 15:09:08,Card,350.0
1623,1623,2024-06-27 13:53:26,Card,70.0
1624,1624,2024-08-20 19:41:36,Transfer,140.0
1625,1625,2024-11-15 16:58:59,Cash,400.0
1626,1626,2024-10-24 09:27:57,Card,90.0
1627,1627,2024-10-23 15:20:11,Transfer,400.0
1628,1628,2024-10-23 17:42:13,Transfer,240.0
1629,1629,2024-04-16 20:28:12,Cash,350.0
1630,1630,2024-09-18 17:34:54,Cash,200.0
1631,1631,2024-05-28 15:57:53,Transfer,175.0
1632,1632,2024-12-20 23:58:40,Card,225.0
1633,1633,2024-12-20 04:44:15,Cash,70.0
1634,1634,2024-07-25 01:30:05,Cash,400.0
1635,1635,2024-03-13 07:32:55,Cash,140.0
1636,1636,2024-11-22 02:25:35,Transfer,30.0
1637,1637,2024-03-21 14:45:13,Cash,140.0
1638,1638,2024-02-06 15:06:06,Cash,75.0
1639,1639,2024-10-26 01:28:12,Card,200.0
1640,1640,2024-05-17 13:56:46,Card,170.0
1641,1641,2024-01-03 04:22:41,Card,120.0
1642,1642,2024-06-08 22:01:03,Card,35.0
1643,1643,2024-07-09 12:33:41,Card,255.0
1644,1644,2024-01-14 11:18:10,Card,20.0
1645,1645,2024-02-16 23:21:33,Cash,80.0
1646,1646,2024-11-28 15:30:48,Transfer,250.0
1647,1647,2024-07-27 09:23:10,Card,100.0
1648,1648,2024-03-13 12:17:41,Transfer,75.0
1649,1649,2024-12-14 05:34:32,Transfer,30.0
1650,1650,2024-12-08 09:10:19,Card,80.0
1651,1651,2024-01-17 05:30:50,Transfer,240.0
1652,1652,2024-11-19 21:06:18,Cash,60.0
1653,1653,2024-09-10 18:48:50,Cash,160.0
1654,1654,2024-10-02 04:23:45,Card,85.0
1655,1655,2024-10-22 09:33:38,Cash,240.0
1656,1656,2024-12-02 06:42:12,Transfer,40.0
1657,1657,2024-04-08 21:23:28,Card,150.0
1658,1658,2024-09-05 17:27:52,Transfer,210.0
1659,1659,2024-11-23 01:11:07,Card,210.0
1660,1660,2024-09-12 00:36:12,Cash,280.0
1661,1661,2024-02-21 15:15:03,Transfer,255.0
1662,1662,2024-08-21 15:07:34,Cash,425.0
1663,1663,2024-06-20 21:31:56,Card,120.0
1664,1664,2024-05-21 20:31:36,Transfer,80.0
1665,1665,2024-09-16 07:08:16,Cash,240.0
1666,1666,2024-12-02 17:26:56,Cash,70.0
1667,1667,2024-07-29 13:55:42,Card,375.0
1668,1668,2024-02-20 07:14:49,Cash,300.0
1669,1669,2024-01-02 22:48:37,Card,140.0
1670,1670,2024-07-02 22:53:00,Cash,45.0
1671,1671,2024-11-05 21:48:47,Cash,400.0
1672,1672,2024-06-03 14:40:33,Cash,175.0
1673,1673,2024-12-16 11:01:27,Cash,50.0
1674,1674,2024-01-10 23:47:19,Cash,50.0
1675,1675,2024-05-11 11:49:37,Cash,210.0
1676,1676,2024-12-18 10:45:38,Cash,210.0
1677,1677,2024-03-13 14:42:22,Card,375.0
1678,1678,2024-01-06 18:50:42,Card,400.0
1679,1679,2024-11-30 16:10:11,Card,340.0
1680,1680,2024-06-30 10:16:56,Transfer,45.0
1681,1681,2024-07-09 13:53:25,Card,350.0
1682,1682,2024-05-25 22:01:59,Card,300.0
1683,1683,2024-01-25 03:42:40,Card,300.0
1684,1684,2024-06-03 20:14:07,Cash,50.0
1685,1685,2024-04-23 14:41:32,Transfer,175.0
1686,1686,2024-11-15 22:41:12,Transfer,140.0
1687,1687,2024-11-07 09:08:02,Cash,225.0
1688,1688,2024-11-16 13:10:05,Cash,90.0
1689,1689,2024-11-27 16:22:36,Transfer,375.0
1690,1690,2024-09-30 00:43:16,Cash,105.0
1691,1691,2024-12-06 02:20:58,Card,105.0
1692,1692,2024-04-28 04:28:47,Card,140.0
1693,1693,2024-04-03 09:46:37,Cash,140.0
1694,1694,2024-12-10 18:46:01,Card,425.0
1695,1695,2024-10-06 16:26:00,Cash,160.0
1696,1696,2024-01-29 23:42:22,Transfer,425.0
1697,1697,2024-08-01 22:13:20,Cash,40.0
1698,1698,2024-06-15 15:43:55,Cash,80.0
1699,1699,2024-01-15 23:11:55,Card,10.0
1700,1700,2024-01-26 16:49:13,Transfer,105.0
1701,1701,2024-09-01 16:39:02,Cash,85.0
1702,1702,2023-12-30 02:15:18,Card,255.0
1703,1703,2024-07-15 07:48:37,Transfer,120.0
1704,1704,2024-03-16 15:54:58,Transfer,140.0
1705,1705,2024-07-02 14:49:57,Card,120.0
1706,1706,2024-04-27 14:03:28,Card,300.0
1707,1707,2024-10-07 00:28:53,Transfer,160.0
1708,1708,2024-01-15 18:11:36,Card,75.0
1709,1709,2024-05-07 08:56:32,Transfer,40.0
