id,table_id,employee_id,order_date,total_price,status,reservation_id
1175,5,14,2024-08-03 00:58:25,85.0,Paid,1175
1176,2,12,2024-05-06 12:33:11,10.0,Paid,1176
1177,20,15,2024-09-02 19:04:47,120.0,Paid,1177
1178,10,12,2024-04-17 08:17:00,255.0,Paid,1178
1179,2,15,2024-08-30 18:37:35,320.0,Paid,1179
1180,16,11,2024-11-07 12:23:23,80.0,Paid,1180
1181,1,15,2024-04-03 23:52:52,120.0,Paid,1181
1182,5,14,2024-02-01 15:28:56,210.0,Paid,1182
1183,3,12,2024-10-29 19:17:01,280.0,Paid,1183
1184,11,13,2024-04-10 06:14:03,425.0,Paid,1184
1185,14,12,2024-01-22 12:05:55,10.0,Paid,1185
1186,11,13,2024-11-25 02:10:40,300.0,Paid,1186
1187,3,13,2024-12-19 02:17:49,70.0,Paid,1187
1188,11,15,2024-07-27 20:37:17,280.0,Paid,1188
1189,14,13,2024-11-23 11:12:28,400.0,Paid,1189
1190,20,12,2024-04-07 22:49:00,70.0,Paid,1190
1191,20,11,2024-09-14 22:56:59,225.0,Paid,1191
1192,1,15,2024-04-28 01:03:57,225.0,Paid,1192
1193,20,15,2024-03-16 22:47:48,80.0,Paid,1193
1194,14,14,2024-08-23 23:48:59,280.0,Paid,1194
1195,4,12,2024-08-11 12:07:35,175.0,Paid,1195
1196,2,13,2024-08-18 17:53:28,300.0,Paid,1196
1197,17,14,2024-09-11 20:32:17,80.0,Paid,1197
1198,7,11,2024-05-10 17:02:33,280.0,Paid,1198
1199,6,13,2024-05-25 03:08:14,225.0,Paid,1199
1200,4,14,2024-06-22 18:19:19,400.0,Paid,1200
1201,5,12,2024-06-21 03:46:26,120.0,Paid,1201
1202,4,12,2024-11-13 04:28:45,160.0,Paid,1202
1203,19,12,2024-02-17 07:16:52,80.0,Paid,1203
1204,13,15,2024-02-09 11:02:55,65.0,Paid,1204
1205,5,12,2024-11-09 23:51:01,280.0,Paid,1205
1206,18,14,2024-12-10 05:01:46,50.0,Paid,1206
1207,20,15,2024-01-03 03:28:03,140.0,Paid,1207
1208,8,14,2023-12-30 01:59:57,140.0,Paid,1208
1209,16,13,2024-03-19 09:59:53,30.0,Paid,1209
1210,14,13,2024-12-13 01:10:51,425.0,Paid,1210
1211,1,15,2024-09-17 20:31:51,320.0,Paid,1211
1212,1,12,2024-09-26 09:37:56,210.0,Paid,1212
1213,1,11,2024-04-07 12:06:35,175.0,Paid,1213
1214,16,14,2024-08-21 07:03:47,280.0,Paid,1214
1215,6,12,2024-03-14 00:48:34,80.0,Paid,1215
1216,7,15,2024-07-04 14:27:02,160.0,Paid,1216
1217,9,15,2024-11-28 05:39:32,240.0,Paid,1217
1218,10,11,2024-03-27 23:09:14,60.0,Paid,1218
1219,19,12,2024-08-16 06:15:17,140.0,Paid,1219
1220,6,15,2024-03-18 09:17:57,70.0,Paid,1220
1221,16,12,2024-01-20 05:40:56,210.0,Paid,1221
1222,4,13,2024-03-09 21:21:49,240.0,Paid,1222
1223,17,13,2024-11-29 05:47:01,50.0,Paid,1223
1224,14,13,2024-01-18 07:57:43,100.0,Paid,1224
1225,5,13,2024-08-08 23:06:58,425.0,Paid,1225
1226,2,15,2024-02-19 16:16:19,65.0,Paid,1226
1227,15,15,2024-12-15 07:21:08,160.0,Paid,1227
1228,6,12,2024-06-25 02:19:09,240.0,Paid,1228
1229,8,14,2024-03-02 01:13:54,135.0,Paid,1229
1230,4,14,2024-04-28 12:26:15,200.0,Paid,1230
1231,2,11,2024-10-25 11:03:33,10.0,Paid,1231
1232,11,14,2024-07-18 21:11:02,160.0,Paid,1232
1233,12,14,2024-12-04 10:29:27,140.0,Paid,1233
1234,3,15,2024-10-25 11:32:47,80.0,Paid,1234
1235,13,15,2024-05-17 04:08:44,425.0,Paid,1235
1236,10,14,2024-02-21 10:43:36,140.0,Paid,1236
1237,3,14,2024-05-03 02:33:18,240.0,Paid,1237
1238,13,15,2024-11-04 13:27:38,160.0,Paid,1238
1239,12,13,2024-08-29 17:50:07,120.0,Paid,1239
1240,18,12,2024-05-16 05:24:38,80.0,Paid,1240
1241,7,13,2024-07-06 01:01:58,70.0,Paid,1241
1242,1,14,2024-03-27 02:04:28,375.0,Paid,1242
1243,17,12,2024-09-27 17:42:33,135.0,Paid,1243
1244,18,15,2024-09-25 23:04:35,85.0,Paid,1244
1245,19,14,2024-09-25 22:54:46,195.0,Paid,1245
1246,20,14,2024-06-21 09:37:21,140.0,Paid,1246
1247,16,11,2024-02-17 07:01:53,325.0,Paid,1247
1248,4,13,2024-11-13 06:20:29,65.0,Paid,1248
1249,16,13,2024-08-19 07:42:44,240.0,Paid,1249
1250,2,11,2024-05-09 16:13:28,195.0,Paid,1250
1251,10,12,2024-05-25 08:52:51,300.0,Paid,1251
1252,15,14,2024-02-20 05:01:05,250.0,Paid,1252
1253,3,15,2024-06-07 19:56:53,320.0,Paid,1253
1254,10,15,2024-09-18 09:06:22,350.0,Paid,1254
1255,16,14,2024-04-18 02:09:38,60.0,Paid,1255
1256,10,13,2024-07-20 15:51:40,140.0,Paid,1256
1257,9,13,2024-05-30 02:44:27,70.0,Paid,1257
1258,13,15,2024-05-24 23:05:22,120.0,Paid,1258
1259,18,11,2024-12-20 21:27:55,400.0,Paid,1259
1260,9,15,2024-06-06 09:45:49,80.0,Paid,1260
1261,7,12,2024-01-09 12:59:04,120.0,Paid,1261
1262,7,13,2024-05-24 12:08:58,200.0,Paid,1262
1263,3,12,2024-11-09 02:38:14,300.0,Paid,1263
1264,15,11,2024-04-28 10:49:09,350.0,Paid,1264
1265,3,11,2024-12-03 17:00:39,140.0,Paid,1265
1266,9,13,2024-04-16 10:48:09,200.0,Paid,1266
1267,18,13,2024-08-23 00:52:09,210.0,Paid,1267
1268,4,15,2024-06-07 09:51:40,350.0,Paid,1268
1269,17,13,2024-05-29 12:21:51,180.0,Paid,1269
1270,16,15,2024-05-28 07:27:18,70.0,Paid,1270
1271,1,15,2024-05-06 23:12:25,195.0,Paid,1271
1272,15,11,2024-05-05 07:54:33,30.0,Paid,1272
1273,2,14,2024-03-25 19:06:01,200.0,Paid,1273
1274,13,12,2024-12-08 06:45:38,75.0,Paid,1274
1275,9,15,2024-09-09 01:54:54,150.0,Paid,1275
1276,6,11,2024-06-12 14:05:44,85.0,Paid,1276
1277,14,12,2024-08-16 08:45:22,300.0,Paid,1277
1278,11,14,2024-10-30 10:43:52,70.0,Paid,1278
1279,18,13,2024-03-28 04:27:17,160.0,Paid,1279
1280,7,11,2024-03-05 15:11:50,240.0,Paid,1280
1281,13,13,2024-10-19 18:15:37,425.0,Paid,1281
1282,4,13,2024-03-22 19:04:10,105.0,Paid,1282
1283,18,13,2024-09-02 20:26:20,150.0,Paid,1283
1284,19,13,2024-03-19 00:44:44,100.0,Paid,1284
1285,3,11,2024-01-22 22:34:02,320.0,Paid,1285
1286,6,11,2024-03-27 05:28:57,180.0,Paid,1286
1287,13,14,2024-06-24 21:18:08,30.0,Paid,1287
1288,8,14,2023-12-26 12:35:27,260.0,Paid,1288
1289,1,11,2024-09-15 23:53:37,240.0,Paid,1289
1290,12,15,2024-08-30 23:07:19,140.0,Paid,1290
1291,11,13,2024-03-13 22:58:35,280.0,Paid,1291
1292,13,12,2024-05-30 03:29:27,170.0,Paid,1292
1293,7,12,2024-02-05 00:57:26,175.0,Paid,1293
1294,13,15,2024-07-07 21:40:44,140.0,Paid,1294
1295,11,11,2024-08-24 23:02:09,60.0,Paid,1295
1296,17,15,2024-02-13 09:17:35,45.0,Paid,1296
1297,1,13,2024-08-09 02:07:57,200.0,Paid,1297
1298,6,13,2024-09-13 07:44:07,40.0,Paid,1298
1299,6,11,2024-12-14 14:10:59,180.0,Paid,1299
1300,1,13,2024-07-02 17:45:17,400.0,Paid,1300
1301,15,13,2024-02-23 04:50:37,400.0,Paid,1301
1302,16,11,2024-07-14 23:40:12,225.0,Paid,1302
1303,1,13,2024-09-11 04:41:51,255.0,Paid,1303
1304,2,15,2024-12-09 04:05:35,140.0,Paid,1304
1305,11,13,2024-01-22 22:49:36,120.0,Paid,1305
1306,8,13,2024-05-08 22:38:20,280.0,Paid,1306
1307,2,13,2024-10-05 11:38:14,105.0,Paid,1307
1308,15,13,2024-10-09 08:36:32,350.0,Paid,1308
1309,1,13,2024-07-01 11:47:54,280.0,Paid,1309
1310,10,14,2024-11-27 01:47:02,30.0,Paid,1310
1311,20,15,2024-11-29 00:35:25,80.0,Paid,1311
1312,8,11,2024-07-12 12:12:11,210.0,Paid,1312
1313,8,14,2024-11-04 19:09:04,300.0,Paid,1313
1314,13,11,2024-02-08 23:34:47,105.0,Paid,1314
1315,4,11,2024-03-05 10:06:49,350.0,Paid,1315
1316,11,14,2024-02-20 15:44:36,45.0,Paid,1316
1317,2,13,2024-07-28 09:54:36,70.0,Paid,1317
1318,12,15,2024-01-21 06:00:52,225.0,Paid,1318
1319,17,11,2024-03-14 02:57:56,35.0,Paid,1319
1320,17,11,2024-06-09 06:05:16,210.0,Paid,1320
1321,12,14,2024-12-17 11:39:46,160.0,Paid,1321
1322,15,14,2024-09-17 11:10:52,140.0,Paid,1322
1323,10,14,2024-06-28 10:40:49,400.0,Paid,1323
1324,7,14,2024-06-15 10:53:24,350.0,Paid,1324
1325,6,11,2024-11-30 08:17:22,70.0,Paid,1325
1326,16,12,2024-04-22 07:30:53,320.0,Paid,1326
1327,3,15,2024-01-28 01:07:09,80.0,Paid,1327
1328,13,15,2024-02-04 08:45:41,280.0,Paid,1328
1329,10,11,2024-01-06 09:57:02,300.0,Paid,1329
1330,3,13,2024-08-14 16:26:46,140.0,Paid,1330
1331,14,15,2024-04-05 02:58:45,100.0,Paid,1331
1332,9,12,2024-12-02 16:56:38,45.0,Paid,1332
1333,5,13,2024-05-16 19:50:19,425.0,Paid,1333
1334,17,15,2024-06-20 23:37:22,280.0,Paid,1334
1335,18,12,2024-07-20 13:04:09,75.0,Paid,1335
1336,20,14,2024-06-02 02:26:13,120.0,Paid,1336
1337,19,12,2024-03-16 19:25:39,320.0,Paid,1337
1338,7,12,2024-11-14 17:09:48,40.0,Paid,1338
1339,2,13,2024-10-10 11:05:51,140.0,Paid,1339
1340,17,14,2024-03-31 09:40:53,40.0,Paid,1340
1341,17,15,2024-03-17 00:09:28,350.0,Paid,1341
1342,8,13,2024-11-22 10:30:28,50.0,Paid,1342
1343,4,15,2024-05-22 05:11:10,75.0,Paid,1343
1344,10,13,2024-10-16 10:54:31,35.0,Paid,1344
1345,10,12,2024-10-27 18:54:48,70.0,Paid,1345
1346,4,11,2024-03-16 04:11:13,120.0,Paid,1346
1347,6,14,2024-01-25 15:26:26,120.0,Paid,1347
1348,2,11,2024-08-08 09:26:59,300.0,Paid,1348
1349,13,15,2024-07-04 14:39:45,160.0,Paid,1349
1350,15,12,2024-03-04 14:44:12,140.0,Paid,1350
1351,8,13,2024-09-28 04:28:03,175.0,Paid,1351
1352,8,12,2024-10-24 13:40:16,325.0,Paid,1352
1353,13,11,2024-11-13 06:58:48,425.0,Paid,1353
1354,11,12,2024-03-21 13:02:13,70.0,Paid,1354
1355,4,11,2024-10-19 04:10:57,135.0,Paid,1355
1356,17,12,2024-05-31 00:33:50,120.0,Paid,1356
1357,20,14,2024-01-15 18:48:17,170.0,Paid,1357
1358,11,11,2024-12-03 14:06:55,320.0,Paid,1358
1359,5,11,2024-09-16 11:44:24,255.0,Paid,1359
1360,8,11,2024-02-26 23:02:14,70.0,Paid,1360
1361,13,11,2024-06-25 23:44:44,105.0,Paid,1361
1362,13,15,2024-08-12 17:01:58,70.0,Paid,1362
1363,20,12,2024-01-22 13:53:32,70.0,Paid,1363
1364,9,14,2024-08-17 19:46:33,200.0,Paid,1364
1365,19,13,2024-11-10 17:25:01,120.0,Paid,1365
1366,7,14,2024-08-14 10:18:47,150.0,Paid,1366
1367,2,13,2024-09-26 23:58:26,160.0,Paid,1367
1368,6,15,2024-12-12 13:58:34,350.0,Paid,1368
1369,10,14,2024-03-12 15:08:29,90.0,Paid,1369
1370,14,14,2024-02-26 18:17:58,70.0,Paid,1370
1371,13,13,2024-11-11 22:44:05,80.0,Paid,1371
1372,17,14,2024-05-08 10:26:21,160.0,Paid,1372
1373,2,12,2024-02-05 01:23:31,70.0,Paid,1373
1374,19,12,2024-01-23 09:08:08,90.0,Paid,1374
1375,20,11,2024-01-01 10:02:27,85.0,Paid,1375
1376,20,11,2024-09-08 22:44:15,40.0,Paid,1376
1377,3,13,2024-07-28 14:22:07,425.0,Paid,1377
1378,7,11,2024-03-12 18:26:25,280.0,Paid,1378
1379,10,12,2024-09-21 15:50:00,80.0,Paid,1379
1380,11,14,2024-01-27 13:18:40,100.0,Paid,1380
1381,20,12,2024-11-25 04:49:46,85.0,Paid,1381
1382,16,11,2024-07-29 05:18:50,160.0,Paid,1382
1383,4,12,2024-06-20 21:01:06,140.0,Paid,1383
1384,1,12,2024-09-17 04:45:41,200.0,Paid,1384
1385,4,14,2023-12-31 01:38:05,140.0,Paid,1385
1386,5,13,2024-01-27 15:30:58,140.0,Paid,1386
1387,8,14,2024-05-10 03:48:16,300.0,Paid,1387
1388,10,11,2024-08-31 19:24:32,300.0,Paid,1388
1389,13,11,2024-12-15 08:07:52,225.0,Paid,1389
1390,19,14,2024-10-08 09:54:16,120.0,Paid,1390
1391,11,12,2024-08-15 15:50:30,50.0,Paid,1391
1392,1,15,2024-06-01 04:23:18,30.0,Paid,1392
1393,8,14,2024-06-04 02:46:19,210.0,Paid,1393
1394,7,13,2023-12-26 06:39:22,375.0,Paid,1394
1395,16,11,2023-12-28 23:48:39,70.0,Paid,1395
1396,17,12,2024-12-17 22:57:55,80.0,Paid,1396
1397,19,13,2024-07-12 14:15:00,210.0,Paid,1397
1398,4,12,2024-08-02 01:38:59,50.0,Paid,1398
1399,5,13,2024-03-04 16:38:30,180.0,Paid,1399
1400,13,13,2024-02-14 08:41:41,70.0,Paid,1400
1401,4,14,2024-03-04 10:33:40,350.0,Paid,1401
1402,11,13,2024-01-27 16:18:21,140.0,Paid,1402
1403,7,14,2024-05-31 16:46:22,35.0,Paid,1403
1404,20,13,2024-01-09 03:54:33,60.0,Paid,1404
1405,1,12,2024-10-21 19:21:50,40.0,Paid,1405
1406,11,12,2024-07-01 12:50:11,320.0,Paid,1406
1407,6,14,2024-06-17 14:24:28,150.0,Paid,1407
1408,5,13,2024-01-22 07:22:02,35.0,Paid,1408
1409,7,13,2024-01-26 18:49:02,170.0,Paid,1409
1410,4,12,2024-11-20 16:08:24,140.0,Paid,1410
1411,20,15,2024-06-13 15:22:22,240.0,Paid,1411
1412,15,12,2024-11-27 16:53:30,400.0,Paid,1412
1413,9,14,2024-07-22 05:33:10,160.0,Paid,1413
1414,4,13,2024-06-22 00:12:43,70.0,Paid,1414
1415,1,15,2024-05-20 02:24:06,140.0,Paid,1415
1416,15,12,2024-06-28 10:24:36,140.0,Paid,1416
1417,8,11,2024-12-23 06:32:18,350.0,Paid,1417
1418,16,11,2024-02-11 16:55:55,140.0,Paid,1418
1419,18,12,2024-11-18 01:17:20,320.0,Paid,1419
1420,13,15,2024-08-08 08:13:57,120.0,Paid,1420
1421,14,13,2024-01-16 13:46:25,210.0,Paid,1421
1422,14,12,2024-09-28 08:53:02,280.0,Paid,1422
1423,16,15,2024-07-02 14:07:56,70.0,Paid,1423
1424,14,15,2024-05-11 07:45:25,140.0,Paid,1424
1425,6,15,2024-04-12 04:02:10,75.0,Paid,1425
1426,18,14,2024-01-09 06:08:54,35.0,Paid,1426
1427,19,11,2024-04-09 10:27:38,45.0,Paid,1427
1428,12,11,2024-01-07 10:50:20,210.0,Paid,1428
1429,6,14,2024-12-07 14:48:49,320.0,Paid,1429
1430,8,11,2024-08-04 10:20:57,120.0,Paid,1430
1431,13,15,2024-07-06 21:12:34,375.0,Paid,1431
1432,20,14,2024-04-12 13:53:56,400.0,Paid,1432
1433,9,12,2024-11-27 03:17:30,135.0,Paid,1433
1434,10,15,2024-07-01 12:10:08,350.0,Paid,1434
1435,11,13,2024-09-19 07:35:33,20.0,Paid,1435
1436,20,12,2023-12-31 01:27:04,175.0,Paid,1436
1437,12,12,2024-01-10 13:00:41,255.0,Paid,1437
1438,14,11,2024-04-09 06:08:44,350.0,Paid,1438
1439,2,13,2024-10-31 14:01:02,375.0,Paid,1439
1440,15,11,2024-09-08 20:03:51,105.0,Paid,1440
1441,5,11,2024-12-13 04:56:19,70.0,Paid,1441
1442,9,14,2024-02-02 09:43:56,200.0,Paid,1442
1443,15,12,2024-01-03 23:15:40,70.0,Paid,1443
1444,17,15,2024-04-09 11:28:40,70.0,Paid,1444
1445,1,14,2024-04-26 00:11:03,60.0,Paid,1445
1446,10,13,2024-10-17 22:52:41,140.0,Paid,1446
1447,7,12,2024-10-31 11:44:36,85.0,Paid,1447
1448,20,13,2024-01-08 07:05:14,175.0,Paid,1448
1449,9,13,2024-10-18 04:49:29,240.0,Paid,1449
1450,15,15,2024-07-14 02:21:09,325.0,Paid,1450
1451,8,14,2024-06-29 02:42:53,70.0,Paid,1451
1452,5,14,2024-05-29 13:51:13,320.0,Paid,1452
1453,1,12,2024-07-13 09:42:29,160.0,Paid,1453
1454,16,14,2024-12-17 00:33:43,30.0,Paid,1454
1455,3,14,2024-06-05 22:52:15,200.0,Paid,1455
1456,17,11,2024-01-01 07:16:23,200.0,Paid,1456
1457,18,11,2024-04-01 20:44:55,30.0,Paid,1457
1458,7,11,2024-08-19 20:50:00,100.0,Paid,1458
1459,4,12,2024-02-13 04:11:02,175.0,Paid,1459
1460,9,14,2024-07-29 12:56:25,400.0,Paid,1460
1461,2,13,2024-08-17 02:03:21,70.0,Paid,1461
1462,10,12,2024-09-24 15:29:43,210.0,Paid,1462
1463,2,11,2024-05-04 13:02:53,280.0,Paid,1463
1464,20,13,2024-08-23 13:38:03,240.0,Paid,1464
1465,5,11,2024-02-04 08:50:28,140.0,Paid,1465
1466,17,11,2024-11-13 07:57:30,20.0,Paid,1466
1467,1,14,2024-03-09 04:56:23,30.0,Paid,1467
1468,13,12,2024-04-03 03:17:19,50.0,Paid,1468
1469,10,11,2024-09-27 16:36:29,300.0,Paid,1469
1470,6,12,2024-07-31 14:06:15,70.0,Paid,1470
1471,3,13,2024-11-01 13:43:37,160.0,Paid,1471
1472,4,11,2024-11-27 10:02:26,210.0,Paid,1472
1473,2,11,2024-07-19 10:33:54,65.0,Paid,1473
1474,6,15,2024-06-02 07:18:06,140.0,Paid,1474
1475,3,12,2024-04-18 00:49:53,40.0,Paid,1475
1476,12,12,2024-07-25 20:09:31,120.0,Paid,1476
1477,3,12,2024-12-08 17:58:24,75.0,Paid,1477
1478,5,11,2024-09-20 08:16:46,375.0,Paid,1478
1479,11,14,2024-05-17 17:25:57,300.0,Paid,1479
1480,7,13,2024-09-10 19:44:35,500.0,Paid,1480
1481,15,14,2024-05-19 15:57:51,210.0,Paid,1481
1482,9,15,2024-01-18 08:56:25,400.0,Paid,1482
1483,7,13,2024-11-13 20:29:38,105.0,Paid,1483
1484,10,13,2024-02-05 23:39:20,195.0,Paid,1484
1485,13,13,2024-01-16 23:28:55,65.0,Paid,1485
1486,10,15,2024-02-04 15:31:46,425.0,Paid,1486
1487,4,14,2024-08-27 10:16:25,60.0,Paid,1487
1488,8,15,2024-02-01 21:09:33,40.0,Paid,1488
1489,17,15,2024-09-03 18:42:23,85.0,Paid,1489
1490,18,11,2024-03-16 15:21:28,400.0,Paid,1490
1491,9,11,2024-11-12 02:57:14,210.0,Paid,1491
1492,7,13,2024-08-25 04:05:06,150.0,Paid,1492
1493,13,13,2023-12-31 19:27:36,120.0,Paid,1493
1494,13,14,2023-12-29 13:55:08,40.0,Paid,1494
1495,19,15,2024-05-08 01:09:42,170.0,Paid,1495
1496,16,11,2024-01-15 07:27:55,150.0,Paid,1496
1497,4,14,2024-02-05 17:27:43,210.0,Paid,1497
1498,2,14,2024-01-25 00:45:31,35.0,Paid,1498
1499,3,13,2024-11-07 06:27:17,160.0,Paid,1499
1500,2,15,2024-12-08 16:47:00,280.0,Paid,1500
1501,1,15,2024-08-09 17:43:24,75.0,Paid,1501
1502,20,15,2024-04-18 21:01:07,120.0,Paid,1502
1503,15,11,2024-01-14 08:03:01,375.0,Paid,1503
1504,18,11,2024-09-01 19:46:06,300.0,Paid,1504
1505,4,12,2024-10-02 18:15:31,350.0,Paid,1505
1506,9,15,2024-09-19 23:39:06,175.0,Paid,1506
1507,18,15,2024-09-28 04:31:35,170.0,Paid,1507
1508,14,15,2024-08-04 09:43:40,70.0,Paid,1508
1509,12,12,2024-03-11 13:59:49,80.0,Paid,1509
1510,19,12,2024-04-04 03:33:51,70.0,Paid,1510
1511,16,15,2024-05-23 01:40:43,75.0,Paid,1511
1512,7,12,2024-09-07 00:44:16,70.0,Paid,1512
1513,20,11,2024-05-22 04:12:52,70.0,Paid,1513
1514,1,12,2024-04-18 17:24:01,140.0,Paid,1514
1515,17,14,2024-11-20 19:28:56,250.0,Paid,1515
1516,5,15,2024-09-23 17:20:40,10.0,Paid,1516
1517,2,11,2024-03-29 17:19:55,200.0,Paid,1517
1518,4,11,2024-09-02 06:15:56,400.0,Paid,1518
1519,14,13,2024-09-13 07:49:05,140.0,Paid,1519
1520,19,14,2024-07-13 23:53:33,350.0,Paid,1520
1521,15,14,2024-04-17 13:24:53,180.0,Paid,1521
1522,12,15,2024-05-19 23:35:36,175.0,Paid,1522
1523,14,13,2024-05-21 10:54:54,210.0,Paid,1523
1524,8,11,2024-05-26 06:09:36,35.0,Paid,1524
1525,10,11,2024-11-08 03:23:21,175.0,Paid,1525
1526,1,13,2024-10-19 13:06:54,210.0,Paid,1526
1527,17,13,2024-07-10 17:33:18,400.0,Paid,1527
1528,16,14,2024-02-27 15:39:26,320.0,Paid,1528
1529,11,15,2024-04-18 11:00:17,375.0,Paid,1529
1530,5,15,2024-07-02 21:18:58,175.0,Paid,1530
1531,16,13,2024-04-22 20:42:03,80.0,Paid,1531
1532,17,13,2023-12-30 21:11:11,320.0,Paid,1532
1533,14,12,2024-11-27 12:32:32,260.0,Paid,1533
1534,1,13,2024-05-29 23:16:42,70.0,Paid,1534
1535,6,12,2024-12-17 14:15:59,200.0,Paid,1535
1536,4,14,2024-11-02 06:55:43,160.0,Paid,1536
1537,8,14,2024-04-29 17:57:54,70.0,Paid,1537
1538,3,14,2024-03-31 03:35:41,240.0,Paid,1538
1539,4,15,2024-05-22 02:48:29,40.0,Paid,1539
1540,16,12,2024-08-16 09:54:43,140.0,Paid,1540
1541,9,12,2024-07-07 00:24:11,225.0,Paid,1541
1542,9,11,2024-06-14 23:26:54,105.0,Paid,1542
1543,6,14,2024-01-25 09:30:03,50.0,Paid,1543
1544,3,13,2024-01-15 01:11:57,425.0,Paid,1544
1545,12,13,2024-06-07 07:33:49,210.0,Paid,1545
1546,2,13,2024-01-16 20:11:37,140.0,Paid,1546
1547,11,15,2024-04-19 23:31:11,50.0,Paid,1547
1548,3,12,2024-09-09 21:41:16,350.0,Paid,1548
1549,3,15,2024-07-14 13:54:08,35.0,Paid,1549
1550,19,15,2024-09-12 13:02:41,70.0,Paid,1550
1551,14,14,2024-05-24 19:22:25,150.0,Paid,1551
1552,6,12,2024-04-04 17:17:30,195.0,Paid,1552
1553,18,15,2024-04-05 20:01:34,120.0,Paid,1553
1554,13,11,2024-05-27 18:02:32,210.0,Paid,1554
1555,5,15,2024-09-06 19:51:53,120.0,Paid,1555
1556,13,13,2024-04-07 08:53:17,80.0,Paid,1556
1557,1,12,2024-05-12 08:31:55,300.0,Paid,1557
1558,1,12,2024-05-31 16:51:32,140.0,Paid,1558
1559,15,15,2024-08-28 00:33:22,350.0,Paid,1559
1560,15,14,2024-06-30 20:08:21,140.0,Paid,1560
1561,18,14,2024-11-04 01:16:48,40.0,Paid,1561
1562,13,15,2024-07-20 11:16:16,210.0,Paid,1562
1563,9,14,2024-02-04 21:55:02,70.0,Paid,1563
1564,20,12,2023-12-29 15:27:57,225.0,Paid,1564
1565,17,13,2024-09-14 12:07:57,140.0,Paid,1565
1566,2,12,2024-01-15 22:04:39,400.0,Paid,1566
1567,15,11,2024-05-11 04:58:57,280.0,Paid,1567
1568,16,13,2024-03-18 23:46:45,340.0,Paid,1568
1569,7,13,2024-01-20 07:35:21,320.0,Paid,1569
1570,3,11,2024-12-23 08:39:11,280.0,Paid,1570
1571,5,15,2024-06-30 08:13:06,40.0,Paid,1571
1572,9,15,2024-05-27 02:59:41,50.0,Paid,1572
1573,10,13,2024-05-24 00:21:24,60.0,Paid,1573
1574,3,13,2024-11-26 20:54:10,30.0,Paid,1574
1575,18,15,2024-01-05 12:14:08,75.0,Paid,1575
1576,8,14,2024-06-29 04:59:59,35.0,Paid,1576
1577,16,15,2024-08-14 03:56:50,300.0,Paid,1577
1578,14,15,2024-03-15 00:54:41,85.0,Paid,1578
1579,13,11,2024-11-27 10:00:06,400.0,Paid,1579
1580,13,14,2024-08-25 05:48:49,350.0,Paid,1580
1581,5,11,2024-03-31 02:41:50,350.0,Paid,1581
1582,8,11,2024-06-24 04:36:25,150.0,Paid,1582
1583,19,14,2024-09-02 05:11:18,45.0,Paid,1583
1584,9,11,2024-02-01 10:26:13,280.0,Paid,1584
1585,13,11,2024-01-02 12:11:01,70.0,Paid,1585
1586,16,14,2024-10-31 19:32:39,350.0,Paid,1586
1587,19,15,2024-03-23 00:22:28,240.0,Paid,1587
1588,16,11,2024-02-19 11:45:01,75.0,Paid,1588
1589,15,14,2024-04-26 20:49:28,280.0,Paid,1589
1590,14,11,2024-08-05 10:25:32,65.0,Paid,1590
1591,13,11,2024-09-30 16:34:32,260.0,Paid,1591
1592,16,12,2024-04-22 10:52:37,20.0,Paid,1592
1593,14,14,2024-05-16 14:37:24,140.0,Paid,1593
1594,3,14,2024-01-06 12:44:46,225.0,Paid,1594
1595,3,15,2024-05-10 07:17:24,255.0,Paid,1595
1596,19,14,2024-07-08 02:21:36,150.0,Paid,1596
1597,10,12,2024-11-13 17:57:33,160.0,Paid,1597
1598,8,15,2024-04-25 21:54:30,320.0,Paid,1598
1599,10,13,2024-08-10 23:37:19,350.0,Paid,1599
1600,10,15,2024-01-06 12:26:29,350.0,Paid,1600
1601,18,13,2024-06-20 01:34:35,400.0,Paid,1601
1602,5,14,2024-08-11 22:07:09,40.0,Paid,1602
1603,19,15,2024-10-27 14:41:17,35.0,Paid,1603
1604,7,11,2024-05-19 16:53:50,280.0,Paid,1604
1605,11,12,2024-11-06 18:21:01,140.0,Paid,1605
1606,7,15,2024-01-25 04:14:29,320.0,Paid,1606
1607,17,13,2024-09-10 18:55:40,210.0,Paid,1607
1608,3,13,2024-06-11 10:33:11,150.0,Paid,1608
1609,10,13,2024-05-04 01:40:11,105.0,Paid,1609
1610,5,13,2024-05-13 04:23:44,120.0,Paid,1610
1611,20,15,2024-06-02 19:53:36,45.0,Paid,1611
1612,15,15,2024-10-22 02:47:20,50.0,Paid,1612
1613,10,15,2024-10-19 08:36:36,350.0,Paid,1613
1614,7,15,2024-11-06 11:18:40,85.0,Paid,1614
1615,10,13,2024-04-27 08:58:45,240.0,Paid,1615
1616,6,15,2024-09-12 02:07:47,60.0,Paid,1616
1617,3,12,2024-03-27 22:07:27,350.0,Paid,1617
1618,12,14,2024-07-03 22:31:52,210.0,Paid,1618
1619,18,15,2024-11-09 09:50:31,50.0,Paid,1619
1620,10,15,2024-09-23 03:07:36,120.0,Paid,1620
1621,6,14,2024-08-23 11:28:28,50.0,Paid,1621
1622,20,11,2024-09-18 15:09:08,350.0,Paid,1622
1623,8,11,2024-06-27 13:53:26,70.0,Paid,1623
1624,20,14,2024-08-20 19:41:36,140.0,Paid,1624
