id,order_id,menu_id,quantity,price,table_id
998,998,61,1,35.0,2
999,999,18,2,160.0,20
1000,1000,65,3,105.0,10
1001,1001,22,3,210.0,14
1002,1002,11,5,350.0,2
1003,1003,14,3,210.0,7
1004,1004,65,1,35.0,14
1005,1005,46,5,50.0,1
1006,1006,17,4,340.0,14
1007,1007,7,1,60.0,9
1008,1008,27,5,500.0,15
1009,1009,64,4,140.0,4
1010,1010,20,3,225.0,9
1011,1011,31,1,70.0,7
1012,1012,11,2,140.0,1
1013,1013,17,5,425.0,18
1014,1014,32,4,280.0,8
1015,1015,17,3,255.0,5
1016,1016,8,4,260.0,12
1017,1017,11,2,140.0,7
1018,1018,57,1,10.0,14
1019,1019,36,5,350.0,14
1020,1020,17,5,425.0,17
1021,1021,58,3,120.0,17
1022,1022,58,5,200.0,20
1023,1023,14,5,350.0,1
1024,1024,13,5,250.0,3
1025,1025,59,5,225.0,14
1026,1026,19,3,210.0,7
1027,1027,62,1,30.0,6
1028,1028,46,5,50.0,6
1029,1029,46,5,50.0,1
1030,1030,17,3,255.0,17
1031,1031,58,4,160.0,14
1032,1032,59,4,180.0,1
1033,1033,31,3,210.0,4
1034,1034,39,3,225.0,6
1035,1035,11,4,280.0,12
1036,1036,4,1,80.0,11
1037,1037,58,3,120.0,5
1038,1038,65,2,70.0,17
1039,1039,4,3,240.0,14
1040,1040,32,1,70.0,20
1041,1041,17,3,255.0,16
1042,1042,58,1,40.0,9
1043,1043,11,2,140.0,14
1044,1044,11,3,210.0,14
1045,1045,18,3,240.0,18
1046,1046,11,2,140.0,2
1047,1047,8,4,260.0,4
1048,1048,57,3,30.0,12
1049,1049,62,1,30.0,18
1050,1050,7,4,240.0,20
1051,1051,7,5,300.0,17
1052,1052,4,5,400.0,18
1053,1053,27,3,300.0,5
1054,1054,62,1,30.0,20
1055,1055,4,3,240.0,18
1056,1056,26,1,85.0,19
1057,1057,32,4,280.0,6
1058,1058,36,5,350.0,5
1059,1059,64,4,140.0,17
1060,1060,26,2,170.0,9
1061,1061,31,4,280.0,11
1062,1062,36,4,280.0,12
1063,1063,57,1,10.0,16
1064,1064,5,4,160.0,9
1065,1065,18,5,400.0,12
1066,1066,27,5,500.0,13
1067,1067,13,5,250.0,13
1068,1068,36,3,210.0,18
1069,1069,62,5,150.0,18
1070,1070,57,5,50.0,17
1071,1071,14,4,280.0,7
1072,1072,26,2,170.0,1
1073,1073,8,1,65.0,8
1074,1074,46,5,50.0,12
1075,1075,4,5,400.0,16
1076,1076,11,2,140.0,8
1077,1077,21,4,320.0,12
1078,1078,13,1,50.0,15
1079,1079,36,3,210.0,2
1080,1080,21,3,240.0,7
1081,1081,27,1,100.0,19
1082,1082,32,2,140.0,17
1083,1083,5,4,160.0,13
1084,1084,36,3,210.0,7
1085,1085,57,3,30.0,12
1086,1086,58,5,200.0,9
1087,1087,65,4,140.0,20
1088,1088,8,1,65.0,12
1089,1089,8,3,195.0,19
1090,1090,18,2,160.0,15
1091,1091,62,2,60.0,10
1092,1092,62,3,90.0,18
1093,1093,59,1,45.0,3
1094,1094,46,1,10.0,18
1095,1095,14,3,210.0,9
1096,1096,39,3,225.0,5
1097,1097,39,2,150.0,20
1098,1098,46,1,10.0,3
1099,1099,19,2,140.0,18
1100,1100,26,2,170.0,6
1101,1101,27,5,500.0,4
1102,1102,7,1,60.0,17
1103,1103,22,4,280.0,17
1104,1104,5,2,80.0,20
1105,1105,18,1,80.0,2
1106,1106,62,3,90.0,19
1107,1107,39,1,75.0,11
1108,1108,39,5,375.0,16
1109,1109,46,1,10.0,1
1110,1110,17,4,340.0,10
1111,1111,11,4,280.0,8
1112,1112,61,3,105.0,3
1113,1113,21,4,320.0,18
1114,1114,18,1,80.0,1
1115,1115,36,1,70.0,14
1116,1116,46,5,50.0,7
1117,1117,61,5,175.0,6
1118,1118,32,4,280.0,6
1119,1119,17,2,170.0,5
1120,1120,26,1,85.0,5
1121,1121,5,3,120.0,20
1122,1122,7,1,60.0,8
1123,1123,7,3,180.0,8
1124,1124,39,4,300.0,19
1125,1125,61,4,140.0,15
1126,1126,5,1,40.0,7
1127,1127,65,4,140.0,7
1128,1128,64,5,175.0,20
1129,1129,58,4,160.0,1
1130,1130,8,1,65.0,14
1131,1131,31,1,70.0,3
1132,1132,17,2,170.0,9
1133,1133,14,4,280.0,8
1134,1134,46,2,20.0,12
1135,1135,17,2,170.0,1
1136,1136,17,5,425.0,18
1137,1137,39,2,150.0,19
1138,1138,46,5,50.0,9
1139,1139,8,5,325.0,1
1140,1140,64,1,35.0,14
1141,1141,14,5,350.0,13
1142,1142,62,5,150.0,19
1143,1143,62,1,30.0,16
1144,1144,19,4,280.0,17
1145,1145,11,4,280.0,6
1146,1146,62,2,60.0,17
1147,1147,18,2,160.0,7
1148,1148,39,2,150.0,7
1149,1149,36,1,70.0,15
1150,1150,32,1,70.0,9
1151,1151,17,2,170.0,2
1152,1152,18,5,400.0,17
1153,1153,21,2,160.0,14
1154,1154,59,4,180.0,7
1155,1155,46,2,20.0,14
1156,1156,5,4,160.0,4
1157,1157,13,4,200.0,14
1158,1158,57,3,30.0,17
1159,1159,59,4,180.0,11
1160,1160,64,4,140.0,1
1161,1161,32,1,70.0,6
1162,1162,19,2,140.0,12
1163,1163,32,5,350.0,3
1164,1164,21,1,80.0,1
1165,1165,14,4,280.0,18
1166,1166,46,1,10.0,16
1167,1167,59,4,180.0,18
1168,1168,4,3,240.0,12
1169,1169,27,5,500.0,18
1170,1170,22,5,350.0,14
1171,1171,5,2,80.0,4
1172,1172,20,2,150.0,7
1173,1173,7,4,240.0,3
1174,1174,4,3,240.0,18
1175,1175,26,1,85.0,5
1176,1176,57,1,10.0,2
1177,1177,58,3,120.0,20
1178,1178,26,3,255.0,10
1179,1179,18,4,320.0,2
1180,1180,4,1,80.0,16
1181,1181,5,3,120.0,1
1182,1182,19,3,210.0,5
1183,1183,22,4,280.0,3
1184,1184,17,5,425.0,11
1185,1185,46,1,10.0,14
1186,1186,27,3,300.0,11
1187,1187,65,2,70.0,3
1188,1188,36,4,280.0,11
1189,1189,4,5,400.0,14
1190,1190,14,1,70.0,20
1191,1191,39,3,225.0,20
1192,1192,59,5,225.0,1
1193,1193,5,2,80.0,20
1194,1194,14,4,280.0,14
1195,1195,61,5,175.0,4
1196,1196,39,4,300.0,2
1197,1197,4,1,80.0,17
1198,1198,11,4,280.0,7
1199,1199,39,3,225.0,6
1200,1200,18,5,400.0,4
1201,1201,62,4,120.0,5
1202,1202,58,4,160.0,4
1203,1203,5,2,80.0,19
1204,1204,8,1,65.0,13
1205,1205,14,4,280.0,5
1206,1206,57,5,50.0,18
1207,1207,64,4,140.0,20
1208,1208,22,2,140.0,8
1209,1209,57,3,30.0,16
1210,1210,17,5,425.0,14
1211,1211,18,4,320.0,1
1212,1212,22,3,210.0,1
1213,1213,65,5,175.0,1
1214,1214,36,4,280.0,16
1215,1215,18,1,80.0,6
1216,1216,4,2,160.0,7
1217,1217,7,4,240.0,9
1218,1218,7,1,60.0,10
1219,1219,36,2,140.0,19
1220,1220,36,1,70.0,6
1221,1221,31,3,210.0,16
1222,1222,4,3,240.0,4
1223,1223,57,5,50.0,17
1224,1224,13,2,100.0,14
1225,1225,26,5,425.0,5
1226,1226,8,1,65.0,2
1227,1227,21,2,160.0,15
1228,1228,7,4,240.0,6
1229,1229,59,3,135.0,8
1230,1230,27,2,200.0,4
1231,1231,57,1,10.0,2
1232,1232,21,2,160.0,11
1233,1233,22,2,140.0,12
1234,1234,4,1,80.0,3
1235,1235,17,5,425.0,13
1236,1236,32,2,140.0,10
1237,1237,21,3,240.0,3
1238,1238,58,4,160.0,13
1239,1239,62,4,120.0,12
1240,1240,21,1,80.0,18
1241,1241,32,1,70.0,7
1242,1242,20,5,375.0,1
1243,1243,59,3,135.0,17
1244,1244,17,1,85.0,18
1245,1245,8,3,195.0,19
1246,1246,32,2,140.0,20
1247,1247,8,5,325.0,16
1248,1248,8,1,65.0,4
1249,1249,4,3,240.0,16
1250,1250,8,3,195.0,2
1251,1251,20,4,300.0,10
1252,1252,13,5,250.0,15
1253,1253,18,4,320.0,3
1254,1254,19,5,350.0,10
1255,1255,7,1,60.0,16
1256,1256,19,2,140.0,10
1257,1257,31,1,70.0,9
1258,1258,62,4,120.0,13
1259,1259,18,5,400.0,18
1260,1260,4,1,80.0,9
1261,1261,5,3,120.0,7
1262,1262,13,4,200.0,7
1263,1263,20,4,300.0,3
1264,1264,32,5,350.0,15
1265,1265,64,4,140.0,3
1266,1266,13,4,200.0,9
1267,1267,22,3,210.0,18
1268,1268,19,5,350.0,4
1269,1269,59,4,180.0,17
1270,1270,11,1,70.0,16
1271,1271,8,3,195.0,1
1272,1272,57,3,30.0,15
1273,1273,27,2,200.0,2
1274,1274,20,1,75.0,13
1275,1275,20,2,150.0,9
1276,1276,17,1,85.0,6
1277,1277,39,4,300.0,14
1278,1278,61,2,70.0,11
1279,1279,18,2,160.0,18
1280,1280,18,3,240.0,7
1281,1281,26,5,425.0,13
1282,1282,61,3,105.0,4
1283,1283,20,2,150.0,18
1284,1284,13,2,100.0,19
1285,1285,21,4,320.0,3
1286,1286,7,3,180.0,6
1287,1287,62,1,30.0,13
1288,1288,8,4,260.0,8
1289,1289,18,3,240.0,1
1290,1290,11,2,140.0,12
1291,1291,31,4,280.0,11
1292,1292,26,2,170.0,13
1293,1293,64,5,175.0,7
1294,1294,61,4,140.0,13
1295,1295,62,2,60.0,11
1296,1296,59,1,45.0,17
1297,1297,27,2,200.0,1
1298,1298,57,4,40.0,6
1299,1299,59,4,180.0,6
1300,1300,27,4,400.0,1
1301,1301,27,4,400.0,15
1302,1302,20,3,225.0,16
1303,1303,26,3,255.0,1
1304,1304,14,2,140.0,2
1305,1305,58,3,120.0,11
1306,1306,19,4,280.0,8
1307,1307,61,3,105.0,2
1308,1308,19,5,350.0,15
1309,1309,36,4,280.0,1
1310,1310,46,3,30.0,10
1311,1311,58,2,80.0,20
1312,1312,36,3,210.0,8
1313,1313,20,4,300.0,8
1314,1314,65,3,105.0,13
1315,1315,31,5,350.0,4
1316,1316,59,1,45.0,11
1317,1317,11,1,70.0,2
1318,1318,20,3,225.0,12
1319,1319,65,1,35.0,17
1320,1320,14,3,210.0,17
1321,1321,21,2,160.0,12
1322,1322,65,4,140.0,15
1323,1323,18,5,400.0,10
1324,1324,32,5,350.0,7
1325,1325,14,1,70.0,6
1326,1326,21,4,320.0,16
1327,1327,58,2,80.0,3
1328,1328,32,4,280.0,13
1329,1329,7,5,300.0,10
1330,1330,11,2,140.0,3
1331,1331,27,1,100.0,14
1332,1332,59,1,45.0,9
1333,1333,17,5,425.0,5
1334,1334,36,4,280.0,17
1335,1335,39,1,75.0,18
1336,1336,7,2,120.0,20
1337,1337,21,4,320.0,19
1338,1338,58,1,40.0,7
1339,1339,64,4,140.0,2
1340,1340,46,4,40.0,17
1341,1341,11,5,350.0,17
1342,1342,57,5,50.0,8
1343,1343,20,1,75.0,4
1344,1344,65,1,35.0,10
1345,1345,65,2,70.0,10
1346,1346,5,3,120.0,4
1347,1347,62,4,120.0,6
1348,1348,27,3,300.0,2
1349,1349,58,4,160.0,13
1350,1350,61,4,140.0,15
1351,1351,61,5,175.0,8
1352,1352,8,5,325.0,8
1353,1353,17,5,425.0,13
1354,1354,14,1,70.0,11
1355,1355,59,3,135.0,4
1356,1356,58,3,120.0,17
1357,1357,17,2,170.0,20
1358,1358,18,4,320.0,11
1359,1359,17,3,255.0,5
1360,1360,19,1,70.0,8
1361,1361,61,3,105.0,13
1362,1362,31,1,70.0,13
1363,1363,36,1,70.0,20
1364,1364,58,5,200.0,9
1365,1365,62,4,120.0,19
1366,1366,13,3,150.0,7
1367,1367,5,4,160.0,2
1368,1368,11,5,350.0,6
1369,1369,59,2,90.0,10
1370,1370,64,2,70.0,14
1371,1371,58,2,80.0,13
1372,1372,18,2,160.0,17
1373,1373,61,2,70.0,2
1374,1374,59,2,90.0,19
1375,1375,26,1,85.0,20
1376,1376,5,1,40.0,20
1377,1377,17,5,425.0,3
1378,1378,14,4,280.0,7
1379,1379,5,2,80.0,10
1380,1380,13,2,100.0,11
1381,1381,17,1,85.0,20
1382,1382,21,2,160.0,16
1383,1383,19,2,140.0,4
1384,1384,5,5,200.0,1
1385,1385,19,2,140.0,4
1386,1386,64,4,140.0,5
1387,1387,27,3,300.0,8
1388,1388,7,5,300.0,10
1389,1389,59,5,225.0,13
1390,1390,5,3,120.0,19
1391,1391,46,5,50.0,11
1392,1392,46,3,30.0,1
1393,1393,19,3,210.0,8
1394,1394,39,5,375.0,7
1395,1395,36,1,70.0,16
1396,1396,5,2,80.0,17
1397,1397,32,3,210.0,19
1398,1398,13,1,50.0,4
1399,1399,59,4,180.0,5
1400,1400,64,2,70.0,13
1401,1401,32,5,350.0,4
1402,1402,64,4,140.0,11
1403,1403,65,1,35.0,7
1404,1404,62,2,60.0,20
1405,1405,58,1,40.0,1
1406,1406,18,4,320.0,11
1407,1407,20,2,150.0,6
1408,1408,64,1,35.0,5
1409,1409,17,2,170.0,7
1410,1410,64,4,140.0,4
1411,1411,7,4,240.0,20
1412,1412,21,5,400.0,15
1413,1413,21,2,160.0,9
1414,1414,11,1,70.0,4
1415,1415,32,2,140.0,1
1416,1416,31,2,140.0,15
1417,1417,32,5,350.0,8
1418,1418,19,2,140.0,16
1419,1419,18,4,320.0,18
1420,1420,62,4,120.0,13
1421,1421,14,3,210.0,14
1422,1422,32,4,280.0,14
1423,1423,22,1,70.0,16
1424,1424,64,4,140.0,14
1425,1425,20,1,75.0,6
1426,1426,65,1,35.0,18
1427,1427,59,1,45.0,19
1428,1428,31,3,210.0,12
1429,1429,18,4,320.0,6
1430,1430,58,3,120.0,8
1431,1431,20,5,375.0,13
1432,1432,21,5,400.0,20
1433,1433,59,3,135.0,9
1434,1434,36,5,350.0,10
1435,1435,57,2,20.0,11
1436,1436,61,5,175.0,20
1437,1437,17,3,255.0,12
1438,1438,36,5,350.0,14
1439,1439,39,5,375.0,2
1440,1440,65,3,105.0,15
1441,1441,36,1,70.0,5
1442,1442,58,5,200.0,9
1443,1443,14,1,70.0,15
1444,1444,61,2,70.0,17
1445,1445,62,2,60.0,1
1446,1446,61,4,140.0,10
1447,1447,17,1,85.0,7
1448,1448,65,5,175.0,20
1449,1449,4,3,240.0,9
1450,1450,8,5,325.0,15
1451,1451,14,1,70.0,8
1452,1452,18,4,320.0,5
1453,1453,4,2,160.0,1
1454,1454,46,3,30.0,16
1455,1455,27,2,200.0,3
1456,1456,5,5,200.0,17
1457,1457,57,3,30.0,18
1458,1458,13,2,100.0,7
1459,1459,65,5,175.0,4
1460,1460,4,5,400.0,9
1461,1461,64,2,70.0,2
1462,1462,11,3,210.0,10
1463,1463,19,4,280.0,2
1464,1464,21,3,240.0,20
1465,1465,61,4,140.0,5
1466,1466,57,2,20.0,17
1467,1467,62,1,30.0,1
1468,1468,57,5,50.0,13
1469,1469,39,4,300.0,10
1470,1470,36,1,70.0,6
1471,1471,18,2,160.0,3
1472,1472,36,3,210.0,4
1473,1473,8,1,65.0,2
1474,1474,36,2,140.0,6
1475,1475,58,1,40.0,3
1476,1476,7,2,120.0,12
1477,1477,39,1,75.0,3
1478,1478,20,5,375.0,5
1479,1479,7,5,300.0,11
1480,1480,27,5,500.0,7
1481,1481,36,3,210.0,15
1482,1482,18,5,400.0,9
1483,1483,65,3,105.0,7
1484,1484,8,3,195.0,10
1485,1485,8,1,65.0,13
1486,1486,26,5,425.0,10
1487,1487,62,2,60.0,4
1488,1488,58,1,40.0,8
1489,1489,17,1,85.0,17
1490,1490,18,5,400.0,18
1491,1491,11,3,210.0,9
1492,1492,62,5,150.0,7
1493,1493,7,2,120.0,13
1494,1494,58,1,40.0,13
1495,1495,17,2,170.0,19
1496,1496,13,3,150.0,16
1497,1497,22,3,210.0,4
1498,1498,64,1,35.0,2
1499,1499,5,4,160.0,3
1500,1500,19,4,280.0,2
1501,1501,20,1,75.0,1
1502,1502,58,3,120.0,20
1503,1503,39,5,375.0,15
1504,1504,20,4,300.0,18
1505,1505,11,5,350.0,4
1506,1506,65,5,175.0,9
1507,1507,26,2,170.0,18
1508,1508,11,1,70.0,14
1509,1509,4,1,80.0,12
1510,1510,36,1,70.0,19
1511,1511,20,1,75.0,16
1512,1512,65,2,70.0,7
1513,1513,65,2,70.0,20
1514,1514,36,2,140.0,1
1515,1515,13,5,250.0,17
1516,1516,46,1,10.0,5
1517,1517,5,5,200.0,2
1518,1518,21,5,400.0,4
1519,1519,31,2,140.0,14
1520,1520,36,5,350.0,19
1521,1521,59,4,180.0,15
1522,1522,64,5,175.0,12
1523,1523,11,3,210.0,14
1524,1524,65,1,35.0,8
1525,1525,61,5,175.0,10
1526,1526,32,3,210.0,1
1527,1527,4,5,400.0,17
1528,1528,4,4,320.0,16
1529,1529,39,5,375.0,11
1530,1530,65,5,175.0,5
1531,1531,5,2,80.0,16
1532,1532,18,4,320.0,17
1533,1533,8,4,260.0,14
1534,1534,32,1,70.0,1
1535,1535,27,2,200.0,6
1536,1536,21,2,160.0,4
1537,1537,65,2,70.0,8
1538,1538,7,4,240.0,3
1539,1539,57,4,40.0,4
1540,1540,14,2,140.0,16
1541,1541,39,3,225.0,9
1542,1542,61,3,105.0,9
1543,1543,46,5,50.0,6
1544,1544,26,5,425.0,3
1545,1545,19,3,210.0,12
1546,1546,36,2,140.0,2
1547,1547,57,5,50.0,11
1548,1548,31,5,350.0,3
1549,1549,61,1,35.0,3
1550,1550,19,1,70.0,19
1551,1551,20,2,150.0,14
1552,1552,8,3,195.0,6
1553,1553,58,3,120.0,18
1554,1554,14,3,210.0,13
1555,1555,58,3,120.0,5
1556,1556,21,1,80.0,13
1557,1557,7,5,300.0,1
1558,1558,32,2,140.0,1
1559,1559,19,5,350.0,15
1560,1560,14,2,140.0,15
1561,1561,58,1,40.0,18
1562,1562,31,3,210.0,13
1563,1563,32,1,70.0,9
1564,1564,59,5,225.0,20
1565,1565,14,2,140.0,17
1566,1566,4,5,400.0,2
1567,1567,36,4,280.0,15
1568,1568,17,4,340.0,16
1569,1569,4,4,320.0,7
1570,1570,19,4,280.0,3
1571,1571,58,1,40.0,5
1572,1572,46,5,50.0,9
1573,1573,7,1,60.0,10
1574,1574,62,1,30.0,3
1575,1575,20,1,75.0,18
1576,1576,65,1,35.0,8
1577,1577,7,5,300.0,16
1578,1578,17,1,85.0,14
1579,1579,4,5,400.0,13
1580,1580,19,5,350.0,13
1581,1581,31,5,350.0,5
1582,1582,13,3,150.0,8
1583,1583,59,1,45.0,19
1584,1584,36,4,280.0,9
1585,1585,14,1,70.0,13
1586,1586,36,5,350.0,16
1587,1587,18,3,240.0,19
1588,1588,39,1,75.0,16
1589,1589,14,4,280.0,15
1590,1590,8,1,65.0,14
1591,1591,8,4,260.0,13
1592,1592,57,2,20.0,16
1593,1593,32,2,140.0,14
1594,1594,20,3,225.0,3
1595,1595,17,3,255.0,3
1596,1596,62,5,150.0,19
1597,1597,4,2,160.0,10
1598,1598,21,4,320.0,8
1599,1599,31,5,350.0,10
1600,1600,36,5,350.0,10
1601,1601,4,5,400.0,18
1602,1602,5,1,40.0,5
1603,1603,65,1,35.0,19
1604,1604,36,4,280.0,7
1605,1605,36,2,140.0,11
1606,1606,4,4,320.0,7
1607,1607,36,3,210.0,17
1608,1608,13,3,150.0,3
1609,1609,61,3,105.0,10
1610,1610,58,3,120.0,5
1611,1611,59,1,45.0,20
1612,1612,13,1,50.0,15
1613,1613,19,5,350.0,10
1614,1614,26,1,85.0,7
1615,1615,4,3,240.0,10
1616,1616,62,2,60.0,6
1617,1617,22,5,350.0,3
1618,1618,36,3,210.0,12
1619,1619,46,5,50.0,18
1620,1620,58,3,120.0,10
1621,1621,46,5,50.0,6
1622,1622,31,5,350.0,20
1623,1623,19,1,70.0,8
1624,1624,22,2,140.0,20
1625,1625,27,4,400.0,12
1626,1626,59,2,90.0,5
1627,1627,27,4,400.0,1
1628,1628,18,3,240.0,12
1629,1629,32,5,350.0,7
1630,1630,58,5,200.0,13
1631,1631,64,5,175.0,19
1632,1632,39,3,225.0,7
1633,1633,22,1,70.0,18
1634,1634,21,5,400.0,3
1635,1635,65,4,140.0,12
1636,1636,46,3,30.0,20
1637,1637,31,2,140.0,7
1638,1638,39,1,75.0,14
1639,1639,5,5,200.0,10
1640,1640,17,2,170.0,18
1641,1641,58,3,120.0,13
1642,1642,64,1,35.0,14
1643,1643,26,3,255.0,10
1644,1644,57,2,20.0,2
1645,1645,21,1,80.0,16
1646,1646,13,5,250.0,6
1647,1647,27,1,100.0,2
1648,1648,20,1,75.0,6
1649,1649,62,1,30.0,9
1650,1650,5,2,80.0,14
1651,1651,7,4,240.0,16
1652,1652,62,2,60.0,18
1653,1653,5,4,160.0,16
1654,1654,26,1,85.0,10
1655,1655,18,3,240.0,17
1656,1656,46,4,40.0,6
1657,1657,13,3,150.0,12
1658,1658,31,3,210.0,10
1659,1659,11,3,210.0,13
1660,1660,14,4,280.0,3
1661,1661,17,3,255.0,2
1662,1662,26,5,425.0,12
1663,1663,7,2,120.0,15
1664,1664,4,1,80.0,8
1665,1665,4,3,240.0,11
1666,1666,65,2,70.0,10
1667,1667,20,5,375.0,5
1668,1668,27,3,300.0,5
1669,1669,19,2,140.0,16
1670,1670,59,1,45.0,18
1671,1671,21,5,400.0,14
1672,1672,61,5,175.0,17
1673,1673,13,1,50.0,13
1674,1674,46,5,50.0,3
1675,1675,11,3,210.0,8
1676,1676,32,3,210.0,3
1677,1677,20,5,375.0,19
1678,1678,27,4,400.0,20
1679,1679,26,4,340.0,7
1680,1680,59,1,45.0,14
1681,1681,11,5,350.0,7
1682,1682,39,4,300.0,13
1683,1683,27,3,300.0,7
1684,1684,13,1,50.0,17
1685,1685,65,5,175.0,6
1686,1686,64,4,140.0,20
1687,1687,39,3,225.0,7
1688,1688,62,3,90.0,15
1689,1689,39,5,375.0,6
1690,1690,65,3,105.0,3
1691,1691,64,3,105.0,3
1692,1692,32,2,140.0,11
1693,1693,64,4,140.0,20
1694,1694,17,5,425.0,20
1695,1695,4,2,160.0,18
1696,1696,26,5,425.0,3
1697,1697,5,1,40.0,12
1698,1698,18,1,80.0,5
1699,1699,57,1,10.0,15
1700,1700,64,3,105.0,18
1701,1701,17,1,85.0,14
1702,1702,26,3,255.0,18
1703,1703,62,4,120.0,11
1704,1704,11,2,140.0,18
1705,1705,62,4,120.0,7
1706,1706,20,4,300.0,18
1707,1707,18,2,160.0,16
1708,1708,20,1,75.0,7
1709,1709,58,1,40.0,11
1710,1710,14,4,280.0,15
1711,1711,26,2,170.0,9
1712,1712,64,5,175.0,6
1713,1713,18,3,240.0,2
1714,1714,19,3,210.0,7
1715,1715,20,5,375.0,20
1716,1716,7,5,300.0,14
1717,1717,62,1,30.0,9
1718,1718,8,2,130.0,10
1719,1719,26,1,85.0,17
1720,1720,20,5,375.0,16
1721,1721,20,3,225.0,11
1722,1722,14,1,70.0,13
1723,1723,11,2,140.0,12
1724,1724,65,5,175.0,12
1725,1725,58,3,120.0,10
1726,1726,20,1,75.0,2
1727,1727,61,4,140.0,6
1728,1728,20,2,150.0,13
1729,1729,5,1,40.0,6
1730,1730,39,2,150.0,12
1731,1731,5,5,200.0,7
1732,1732,59,3,135.0,15
1733,1733,11,2,140.0,11
1734,1734,62,3,90.0,12
1735,1735,31,1,70.0,13
1736,1736,39,3,225.0,8
1737,1737,61,1,35.0,11
1738,1738,36,4,280.0,7
1739,1739,18,5,400.0,5
1740,1740,26,2,170.0,10
1741,1741,5,4,160.0,16
1742,1742,58,1,40.0,8
1743,1743,7,1,60.0,19
1744,1744,57,2,20.0,13
1745,1745,65,2,70.0,15
1746,1746,46,1,10.0,7
1747,1747,22,4,280.0,6
1748,1748,14,1,70.0,16
1749,1749,13,4,200.0,6
1750,1750,7,4,240.0,18
1751,1751,65,1,35.0,7
1752,1752,65,5,175.0,5
1753,1753,58,3,120.0,5
1754,1754,19,2,140.0,15
1755,1755,58,4,160.0,17
1756,1756,27,3,300.0,15
1757,1757,32,2,140.0,18
1758,1758,59,1,45.0,19
1759,1759,18,3,240.0,8
1760,1760,61,1,35.0,12
1761,1761,21,3,240.0,9
1762,1762,46,2,20.0,15
1763,1763,32,4,280.0,14
1764,1764,8,4,260.0,19
1765,1765,65,4,140.0,19
1766,1766,36,2,140.0,16
1767,1767,5,2,80.0,20
1768,1768,14,3,210.0,14
1769,1769,5,5,200.0,2
1770,1770,59,2,90.0,15
1771,1771,7,3,180.0,16
1772,1772,13,1,50.0,14
1773,1773,57,3,30.0,15
1774,1774,26,1,85.0,3
1775,1775,62,1,30.0,7
1776,1776,36,4,280.0,8
1777,1777,31,1,70.0,5
1778,1778,20,2,150.0,1
1779,1779,36,1,70.0,3
1780,1780,61,3,105.0,16
1781,1781,46,4,40.0,15
1782,1782,58,3,120.0,13
1783,1783,17,1,85.0,13
1784,1784,18,2,160.0,19
1785,1785,64,2,70.0,20
1786,1786,20,3,225.0,12
1787,1787,46,2,20.0,14
1788,1788,22,1,70.0,8
1789,1789,61,2,70.0,11
1790,1790,5,1,40.0,12
1791,1791,13,5,250.0,6
1792,1792,21,4,320.0,19
1793,1793,14,2,140.0,7
1794,1794,14,2,140.0,11
1795,1795,65,2,70.0,2
1796,1796,7,3,180.0,2
1797,1797,8,2,130.0,18
1798,1798,64,3,105.0,13
1799,1799,31,4,280.0,9
1800,1800,21,3,240.0,7
1801,1801,58,1,40.0,10
1802,1802,4,2,160.0,16
1803,1803,59,5,225.0,18
1804,1804,57,4,40.0,19
1805,1805,65,1,35.0,11
1806,1806,20,5,375.0,13
1807,1807,36,3,210.0,5
1808,1808,4,1,80.0,3
1809,1809,14,1,70.0,10
1810,1810,59,4,180.0,15
1811,1811,57,4,40.0,8
1812,1812,26,2,170.0,13
1813,1813,7,2,120.0,1
1814,1814,26,4,340.0,16
1815,1815,20,4,300.0,19
1816,1816,64,1,35.0,1
1817,1817,19,1,70.0,14
1818,1818,5,1,40.0,20
1819,1819,18,4,320.0,3
1820,1820,18,1,80.0,9
1821,1821,62,2,60.0,20
1822,1822,26,2,170.0,4
1823,1823,11,4,280.0,19
1824,1824,14,1,70.0,18
1825,1825,59,4,180.0,8
1826,1826,20,5,375.0,11
1827,1827,8,3,195.0,7
1828,1828,18,2,160.0,14
1829,1829,22,1,70.0,11
1830,1830,13,1,50.0,5
1831,1831,65,3,105.0,4
1832,1832,27,5,500.0,18
1833,1833,4,3,240.0,14
1834,1834,59,4,180.0,18
1835,1835,64,4,140.0,8
1836,1836,17,3,255.0,20
1837,1837,57,2,20.0,13
1838,1838,21,4,320.0,4
1839,1839,26,4,340.0,10
1840,1840,57,1,10.0,7
1841,1841,4,3,240.0,10
1842,1842,5,3,120.0,13
1843,1843,39,1,75.0,1
1844,1844,46,4,40.0,16
1845,1845,65,2,70.0,17
1846,1846,5,5,200.0,19
1847,1847,14,3,210.0,4
1848,1848,61,5,175.0,7
1849,1849,19,3,210.0,20
1850,1850,11,4,280.0,20
1851,1851,8,2,130.0,5
1852,1852,46,5,50.0,1
1853,1853,57,2,20.0,20
1854,1854,7,2,120.0,5
1855,1855,27,2,200.0,16
1856,1856,59,2,90.0,14
1857,1857,32,2,140.0,12
1858,1858,39,5,375.0,16
1859,1859,62,3,90.0,16
1860,1860,26,5,425.0,9
1861,1861,18,4,320.0,8
1862,1862,46,3,30.0,11
1863,1863,8,5,325.0,8
1864,1864,58,2,80.0,6
1865,1865,8,4,260.0,8
1866,1866,26,2,170.0,1
1867,1867,14,2,140.0,6
1868,1868,65,2,70.0,15
1869,1869,58,4,160.0,11
1870,1870,11,4,280.0,18
